fecha,NMT,laeq
2015-01-24,50,65.15
2015-01-24,54,59.75
2015-01-24,55,53.05
2015-01-24,86,55.475
2015-01-25,1,67.775
2015-01-25,2,68.675
2015-01-25,3,59.724999999999994
2015-01-25,4,64.25
2015-01-25,5,61.150000000000006
2015-01-25,6,68.6
2015-01-25,8,66.5
2015-01-25,10,63.974999999999994
2015-01-25,11,66.85
2015-01-25,12,61.975
2015-01-25,13,57.225
2015-01-25,14,63.3
2015-01-25,16,59.025
2015-01-25,17,55.5
2015-01-25,18,53.25
2015-01-25,19,58.825
2015-01-25,20,59.75
2015-01-25,24,46.3
2015-01-25,25,63.25
2015-01-25,26,61.2
2015-01-25,27,59.575
2015-01-25,28,63.95
2015-01-25,29,52.575
2015-01-25,30,56.05
2015-01-25,31,60.75
2015-01-25,47,54.475
2015-01-25,48,60.8
2015-01-25,50,63.25
2015-01-25,54,58.95
2015-01-25,55,53.349999999999994
2015-01-25,86,54.45
2015-01-26,1,67.75
2015-01-26,2,68.7
2015-01-26,3,59.15
2015-01-26,4,64.15
2015-01-26,5,61.325
2015-01-26,6,69.075
2015-01-26,8,66.775
2015-01-26,10,63.900000000000006
2015-01-26,11,67.3
2015-01-26,12,62.5
2015-01-26,13,55.875
2015-01-26,14,64.6
2015-01-26,16,60.125
2015-01-26,17,57.175
2015-01-26,18,54.875
2015-01-26,19,60.3
2015-01-26,20,60.825
2015-01-26,24,44.3
2015-01-26,25,64.025
2015-01-26,26,62.150000000000006
2015-01-26,27,61.7
2015-01-26,28,65.825
2015-01-26,29,52.225
2015-01-26,30,58.55
2015-01-26,31,60.55
2015-01-26,47,56.724999999999994
2015-01-26,48,61.175
2015-01-26,50,64.475
2015-01-26,54,59.65
2015-01-26,55,54.35
2015-01-26,86,56.45
2015-01-27,1,67.725
2015-01-27,2,69.075
2015-01-27,3,60.0
2015-01-27,4,64.65
2015-01-27,5,60.75
2015-01-27,6,69.35
2015-01-27,8,67.05
2015-01-27,10,63.525
2015-01-27,11,67.525
2015-01-27,12,63.75
2015-01-27,13,56.35
2015-01-27,14,64.35
2015-01-27,16,60.325
2015-01-27,17,55.15
2015-01-27,18,54.35
2015-01-27,19,60.375
2015-01-27,20,61.175
2015-01-27,24,47.75
2015-01-27,25,64.45
2015-01-27,26,62.275000000000006
2015-01-27,27,61.375
2015-01-27,28,65.925
2015-01-27,29,53.525
2015-01-27,30,59.025
2015-01-27,31,60.925
2015-01-27,47,57.400000000000006
2015-01-27,48,61.875
2015-01-27,50,64.95
2015-01-27,54,60.125
2015-01-27,55,55.1
2015-01-27,86,55.825
2015-01-28,1,67.775
2015-01-28,2,69.1
2015-01-28,3,61.5
2015-01-28,4,64.6
2015-01-28,5,61.525
2015-01-28,6,69.375
2015-01-28,8,67.4
2015-01-28,10,63.8
2015-01-28,11,68.225
2015-01-28,12,63.275
2015-01-28,13,56.225
2015-01-28,14,65.075
2015-01-28,16,60.599999999999994
2015-01-28,17,56.5
2015-01-28,18,56.3
2015-01-28,19,60.3
2015-01-28,20,61.6
2015-01-28,24,44.9
2015-01-28,25,64.475
2015-01-28,26,62.400000000000006
2015-01-28,27,61.25
2015-01-28,28,65.675
2015-01-28,29,53.5
2015-01-28,30,59.875
2015-01-28,31,60.925
2015-01-28,47,55.475
2015-01-28,48,61.725
2015-01-28,50,64.05
2015-01-28,54,59.775
2015-01-28,55,54.125
2015-01-28,86,56.175
2015-01-29,1,68.1
2015-01-29,2,70.56666666666666
2015-01-29,3,60.525
2015-01-29,4,64.725
2015-01-29,5,61.5
2015-01-29,6,71.5
2015-01-29,8,67.875
2015-01-29,10,64.65
2015-01-29,11,68.35
2015-01-29,12,64.075
2015-01-29,13,56.75
2015-01-29,14,65.5
2015-01-29,16,60.975
2015-01-29,17,55.375
2015-01-29,18,54.7
2015-01-29,19,60.15
2015-01-29,20,61.15
2015-01-29,24,46.0
2015-01-29,25,65.0
2015-01-29,26,62.425000000000004
2015-01-29,27,61.1
2015-01-29,28,66.575
2015-01-29,29,52.675
2015-01-29,30,60.4
2015-01-29,31,61.35
2015-01-29,47,53.525
2015-01-29,48,62.7
2015-01-29,50,66.2
2015-01-29,54,60.074999999999996
2015-01-29,55,54.8
2015-01-29,86,56.7
2015-01-30,1,68.925
2015-01-30,2,69.825
2015-01-30,3,61.075
2015-01-30,4,65.275
2015-01-30,5,61.925
2015-01-30,6,70.525
2015-01-30,8,68.275
2015-01-30,10,65.15
2015-01-30,11,68.42500000000001
2015-01-30,12,64.225
2015-01-30,13,57.25
2015-01-30,14,65.775
2015-01-30,16,61.775
2015-01-30,17,56.075
2015-01-30,18,54.575
2015-01-30,19,55.8
2015-01-30,20,61.25
2015-01-30,24,47.875
2015-01-30,25,64.425
2015-01-30,26,62.325
2015-01-30,27,60.35
2015-01-30,28,66.625
2015-01-30,29,54.8
2015-01-30,30,59.775
2015-01-30,31,62.45
2015-01-30,47,54.475
2015-01-30,48,63.05
2015-01-30,50,65.775
2015-01-30,54,60.975
2015-01-30,55,55.1
2015-01-30,86,57.175
2015-01-31,1,68.575
2015-01-31,2,70.15
2015-01-31,3,62.15
2015-01-31,4,65.3
2015-01-31,5,62.475
2015-01-31,6,70.275
2015-01-31,8,67.95
2015-01-31,10,64.825
2015-01-31,11,69.075
2015-01-31,12,64.42500000000001
2015-01-31,13,58.5
2015-01-31,14,64.625
2015-01-31,16,61.55
2015-01-31,17,57.075
2015-01-31,18,53.175
2015-01-31,20,61.425
2015-01-31,24,48.4
2015-01-31,25,64.9
2015-01-31,26,61.625
2015-01-31,27,60.225
2015-01-31,28,65.475
2015-01-31,29,54.275
2015-01-31,30,59.475
2015-01-31,31,62.925
2015-01-31,47,55.075
2015-01-31,48,62.9
2015-01-31,50,65.925
2015-01-31,54,62.225
2015-01-31,55,54.1
2015-01-31,86,56.15
2015-02-01,1,68.05
2015-02-01,2,69.30000000000001
2015-02-01,3,60.975
2015-02-01,4,64.225
2015-02-01,5,61.325
2015-02-01,6,69.075
2015-02-01,8,66.8
2015-02-01,10,64.4
2015-02-01,11,67.575
2015-02-01,12,63.25
2015-02-01,13,55.875
2015-02-01,14,63.849999999999994
2015-02-01,16,60.475
2015-02-01,17,53.925
2015-02-01,18,53.625
2015-02-01,20,59.9
2015-02-01,24,46.125
2015-02-01,25,62.974999999999994
2015-02-01,26,60.975
2015-02-01,27,59.025
2015-02-01,28,64.075
2015-02-01,29,52.1
2015-02-01,30,57.375
2015-02-01,31,61.625
2015-02-01,47,53.675
2015-02-01,48,62.55
2015-02-01,50,64.275
2015-02-01,54,59.475
2015-02-01,55,52.3
2015-02-01,86,55.175
2015-02-02,1,68.775
2015-02-02,2,69.825
2015-02-02,3,59.6
2015-02-02,4,64.8
2015-02-02,5,62.349999999999994
2015-02-02,6,69.975
2015-02-02,8,68.075
2015-02-02,10,64.625
2015-02-02,11,68.775
2015-02-02,12,63.4
2015-02-02,13,57.05
2015-02-02,14,65.625
2015-02-02,16,61.8
2015-02-02,17,55.0
2015-02-02,18,56.425
2015-02-02,19,62.76666666666667
2015-02-02,20,62.05
2015-02-02,24,45.275
2015-02-02,25,65.675
2015-02-02,26,62.875
2015-02-02,27,61.4
2015-02-02,28,66.95
2015-02-02,29,54.575
2015-02-02,30,60.275
2015-02-02,31,62.425
2015-02-02,47,53.55
2015-02-02,48,62.55
2015-02-02,50,66.35
2015-02-02,54,61.125
2015-02-02,55,54.475
2015-02-02,86,57.1
2015-02-03,1,69.525
2015-02-03,2,69.9
2015-02-03,3,59.575
2015-02-03,4,65.125
2015-02-03,5,61.625
2015-02-03,6,70.625
2015-02-03,8,68.3
2015-02-03,10,65.275
2015-02-03,11,69.225
2015-02-03,12,64.85
2015-02-03,13,57.625
2015-02-03,14,65.2
2015-02-03,16,62.7
2015-02-03,17,56.475
2015-02-03,18,54.099999999999994
2015-02-03,19,61.525
2015-02-03,20,62.0
2015-02-03,24,45.425
2015-02-03,25,66.75
2015-02-03,26,63.175
2015-02-03,27,60.975
2015-02-03,28,66.925
2015-02-03,29,55.35
2015-02-03,30,60.875
2015-02-03,31,63.474999999999994
2015-02-03,47,53.7
2015-02-03,48,63.225
2015-02-03,50,66.95
2015-02-03,54,61.475
2015-02-03,55,55.400000000000006
2015-02-03,86,57.1
2015-02-04,1,68.375
2015-02-04,2,69.375
2015-02-04,3,59.75
2015-02-04,4,64.8
2015-02-04,5,62.175
2015-02-04,6,70.5
2015-02-04,8,67.475
2015-02-04,10,64.7
2015-02-04,11,68.525
2015-02-04,12,62.925
2015-02-04,13,57.05
2015-02-04,14,64.3
2015-02-04,16,62.2
2015-02-04,17,54.35
2015-02-04,18,53.85
2015-02-04,19,60.375
2015-02-04,20,61.45
2015-02-04,24,44.475
2015-02-04,25,65.45
2015-02-04,26,62.55
2015-02-04,27,61.35
2015-02-04,28,66.025
2015-02-04,29,53.925
2015-02-04,30,59.6
2015-02-04,31,62.275
2015-02-04,47,54.7
2015-02-04,48,62.575
2015-02-04,50,65.675
2015-02-04,54,60.25
2015-02-04,55,54.875
2015-02-04,86,56.25
2015-02-05,1,68.45
2015-02-05,2,69.4
2015-02-05,3,59.275
2015-02-05,4,64.175
2015-02-05,5,61.724999999999994
2015-02-05,6,71.725
2015-02-05,8,67.55
2015-02-05,10,64.45
2015-02-05,11,68.45
2015-02-05,12,64.1
2015-02-05,13,57.675
2015-02-05,14,64.925
2015-02-05,16,61.425
2015-02-05,17,54.375
2015-02-05,18,54.625
2015-02-05,19,60.075
2015-02-05,20,61.85
2015-02-05,24,46.0
2015-02-05,25,64.65
2015-02-05,26,62.699999999999996
2015-02-05,27,61.475
2015-02-05,28,65.825
2015-02-05,29,53.025
2015-02-05,30,58.95
2015-02-05,31,62.05
2015-02-05,47,55.0
2015-02-05,48,62.125
2015-02-05,50,65.925
2015-02-05,54,60.3
2015-02-05,55,55.05
2015-02-05,86,55.975
2015-02-06,1,68.575
2015-02-06,2,70.0
2015-02-06,3,60.75
2015-02-06,4,65.225
2015-02-06,5,62.15
2015-02-06,6,70.575
2015-02-06,8,67.875
2015-02-06,10,65.7
2015-02-06,11,68.475
2015-02-06,12,64.35
2015-02-06,13,56.5
2015-02-06,14,64.65
2015-02-06,16,61.275
2015-02-06,17,57.25
2015-02-06,18,54.65
2015-02-06,19,60.125
2015-02-06,20,61.925
2015-02-06,24,44.175
2015-02-06,25,64.625
2015-02-06,26,62.75
2015-02-06,27,61.675
2015-02-06,28,66.1
2015-02-06,29,53.6
2015-02-06,30,58.55
2015-02-06,31,62.375
2015-02-06,47,55.05
2015-02-06,48,62.375
2015-02-06,50,65.925
2015-02-06,54,60.5
2015-02-06,55,55.275
2015-02-06,86,56.45
2015-02-07,1,68.675
2015-02-07,2,69.675
2015-02-07,3,60.75
2015-02-07,4,64.975
2015-02-07,5,62.375
2015-02-07,6,70.025
2015-02-07,8,67.4
2015-02-07,10,64.35
2015-02-07,11,68.075
2015-02-07,12,64.675
2015-02-07,13,57.425
2015-02-07,14,64.45
2015-02-07,16,60.65
2015-02-07,17,54.525
2015-02-07,18,54.6
2015-02-07,19,60.225
2015-02-07,20,61.075
2015-02-07,24,44.35
2015-02-07,25,64.5
2015-02-07,26,61.75
2015-02-07,27,60.375
2015-02-07,28,65.14999999999999
2015-02-07,29,51.5
2015-02-07,30,57.25
2015-02-07,31,62.4
2015-02-07,47,55.425
2015-02-07,48,61.8
2015-02-07,50,64.3
2015-02-07,54,60.325
2015-02-07,55,53.225
2015-02-07,86,58.550000000000004
2015-02-08,1,68.25
2015-02-08,2,68.92500000000001
2015-02-08,3,60.0
2015-02-08,4,64.375
2015-02-08,5,61.35
2015-02-08,6,69.3
2015-02-08,8,66.9
2015-02-08,10,64.025
2015-02-08,11,67.3
2015-02-08,12,62.675
2015-02-08,13,55.9
2015-02-08,14,64.44999999999999
2015-02-08,16,59.8
2015-02-08,17,53.25
2015-02-08,18,53.325
2015-02-08,19,59.25
2015-02-08,20,60.6
2015-02-08,24,44.9
2015-02-08,25,63.85
2015-02-08,26,61.525
2015-02-08,27,61.775000000000006
2015-02-08,28,64.725
2015-02-08,29,52.65
2015-02-08,30,57.625
2015-02-08,31,61.1
2015-02-08,47,50.95
2015-02-08,48,61.150000000000006
2015-02-08,50,63.825
2015-02-08,54,59.45
2015-02-08,55,53.375
2015-02-08,86,54.25
2015-02-09,1,68.2
2015-02-09,2,68.75
2015-02-09,3,59.4
2015-02-09,4,64.15
2015-02-09,5,61.375
2015-02-09,6,69.45
2015-02-09,8,67.1
2015-02-09,10,64.25
2015-02-09,11,67.975
2015-02-09,12,63.400000000000006
2015-02-09,13,56.35
2015-02-09,14,64.4
2015-02-09,16,60.6
2015-02-09,17,54.85
2015-02-09,18,54.3
2015-02-09,19,60.4
2015-02-09,20,61.599999999999994
2015-02-09,24,45.375
2015-02-09,25,64.95
2015-02-09,26,62.55
2015-02-09,27,61.125
2015-02-09,28,65.775
2015-02-09,29,52.6
2015-02-09,30,58.925
2015-02-09,31,61.1
2015-02-09,47,54.35
2015-02-09,48,61.45
2015-02-09,50,64.775
2015-02-09,54,60.55
2015-02-09,55,54.7
2015-02-09,86,56.5
2015-02-10,1,68.4
2015-02-10,2,68.8
2015-02-10,3,62.6
2015-02-10,4,63.975
2015-02-10,5,60.650000000000006
2015-02-10,6,69.55
2015-02-10,8,66.95
2015-02-10,10,63.675
2015-02-10,11,67.9
2015-02-10,12,63.175
2015-02-10,13,56.3
2015-02-10,14,64.25
2015-02-10,16,60.825
2015-02-10,17,54.725
2015-02-10,18,53.075
2015-02-10,19,62.1
2015-02-10,20,60.825
2015-02-10,24,44.325
2015-02-10,25,64.875
2015-02-10,26,62.3
2015-02-10,27,61.175
2015-02-10,28,65.65
2015-02-10,29,52.575
2015-02-10,30,58.9
2015-02-10,31,61.099999999999994
2015-02-10,47,55.400000000000006
2015-02-10,48,61.7
2015-02-10,50,64.375
2015-02-10,54,60.35
2015-02-10,55,54.375
2015-02-10,86,55.95
2015-02-11,1,68.325
2015-02-11,2,68.9
2015-02-11,3,59.875
2015-02-11,4,64.375
2015-02-11,5,62.349999999999994
2015-02-11,6,69.625
2015-02-11,8,67.25
2015-02-11,10,64.225
2015-02-11,11,68.1
2015-02-11,12,64.175
2015-02-11,13,56.775
2015-02-11,14,64.625
2015-02-11,16,61.05
2015-02-11,17,57.175
2015-02-11,18,53.025
2015-02-11,19,60.0
2015-02-11,20,61.025
2015-02-11,24,47.9
2015-02-11,25,64.7
2015-02-11,26,62.425
2015-02-11,27,61.275
2015-02-11,28,65.65
2015-02-11,29,53.15
2015-02-11,30,58.75
2015-02-11,31,61.675
2015-02-11,47,54.6
2015-02-11,48,61.65
2015-02-11,50,65.925
2015-02-11,54,60.6
2015-02-11,55,55.150000000000006
2015-02-11,86,56.35
2015-02-12,1,68.25
2015-02-12,2,69.275
2015-02-12,3,60.425
2015-02-12,4,64.8
2015-02-12,5,61.475
2015-02-12,6,72.075
2015-02-12,8,67.4
2015-02-12,10,65.5
2015-02-12,11,68.6
2015-02-12,12,64.675
2015-02-12,13,56.875
2015-02-12,14,65.02499999999999
2015-02-12,16,61.225
2015-02-12,17,55.75
2015-02-12,18,56.2
2015-02-12,19,61.375
2015-02-12,20,61.35
2015-02-12,24,44.825
2015-02-12,25,64.69999999999999
2015-02-12,26,62.525
2015-02-12,27,60.975
2015-02-12,28,65.775
2015-02-12,29,52.8
2015-02-12,30,58.775
2015-02-12,31,61.3
2015-02-12,47,54.9
2015-02-12,48,61.975
2015-02-12,50,65.025
2015-02-12,54,60.225
2015-02-12,55,56.25
2015-02-12,86,56.275
2015-02-13,1,68.425
2015-02-13,2,69.575
2015-02-13,3,61.175
2015-02-13,4,65.7
2015-02-13,5,61.65
2015-02-13,6,70.0
2015-02-13,8,68.05000000000001
2015-02-13,10,64.875
2015-02-13,11,68.85
2015-02-13,12,64.275
2015-02-13,13,57.225
2015-02-13,14,64.625
2015-02-13,16,60.9
2015-02-13,17,55.1
2015-02-13,18,54.175
2015-02-13,19,60.25
2015-02-13,20,61.575
2015-02-13,24,46.225
2015-02-13,25,64.15
2015-02-13,26,62.35
2015-02-13,27,60.775
2015-02-13,28,65.9
2015-02-13,29,52.974999999999994
2015-02-13,30,58.775
2015-02-13,31,61.475
2015-02-13,47,55.9
2015-02-13,48,62.275000000000006
2015-02-13,50,66.025
2015-02-13,54,60.425
2015-02-13,55,55.0
2015-02-13,86,56.425
2015-02-14,1,68.75
2015-02-14,2,68.95
2015-02-14,3,60.575
2015-02-14,4,65.175
2015-02-14,5,60.8
2015-02-14,6,69.75
2015-02-14,8,68.65
2015-02-14,10,64.3
2015-02-14,11,68.475
2015-02-14,12,64.85
2015-02-14,13,56.075
2015-02-14,14,64.575
2015-02-14,16,60.375
2015-02-14,17,54.7
2015-02-14,18,53.775
2015-02-14,19,59.925
2015-02-14,20,60.325
2015-02-14,24,46.9
2015-02-14,25,63.125
2015-02-14,26,61.1
2015-02-14,27,59.35
2015-02-14,28,65.2
2015-02-14,29,51.775
2015-02-14,30,56.475
2015-02-14,31,61.925
2015-02-14,47,52.825
2015-02-14,48,62.175
2015-02-14,50,65.45
2015-02-14,54,59.775
2015-02-14,55,53.175
2015-02-14,86,56.05
2015-02-15,1,68.6
2015-02-15,2,69.42500000000001
2015-02-15,3,64.1
2015-02-15,4,65.4
2015-02-15,5,60.775
2015-02-15,6,69.65
2015-02-15,8,67.525
2015-02-15,10,64.475
2015-02-15,11,67.775
2015-02-15,12,64.425
2015-02-15,13,55.775
2015-02-15,14,64.625
2015-02-15,16,60.625
2015-02-15,17,54.575
2015-02-15,18,54.425
2015-02-15,19,60.325
2015-02-15,20,60.75
2015-02-15,24,46.1
2015-02-15,25,64.725
2015-02-15,26,60.85
2015-02-15,27,58.825
2015-02-15,28,64.95
2015-02-15,29,54.4
2015-02-15,30,56.15
2015-02-15,31,61.25
2015-02-15,47,54.15
2015-02-15,48,62.05
2015-02-15,50,65.5
2015-02-15,54,59.574999999999996
2015-02-15,55,52.475
2015-02-15,86,55.65
2015-02-16,1,68.075
2015-02-16,2,68.7
2015-02-16,3,61.475
2015-02-16,4,64.3
2015-02-16,5,61.125
2015-02-16,6,69.525
2015-02-16,8,67.075
2015-02-16,10,63.95
2015-02-16,11,67.75
2015-02-16,12,62.65
2015-02-16,13,57.55
2015-02-16,14,63.974999999999994
2015-02-16,16,61.15
2015-02-16,17,55.25
2015-02-16,18,53.025
2015-02-16,19,60.375
2015-02-16,20,60.775
2015-02-16,24,41.925
2015-02-16,25,64.525
2015-02-16,26,61.7
2015-02-16,27,60.425
2015-02-16,28,65.5
2015-02-16,29,52.45
2015-02-16,30,58.225
2015-02-16,31,60.8
2015-02-16,47,55.925
2015-02-16,48,61.725
2015-02-16,50,65.0
2015-02-16,54,59.875
2015-02-16,55,54.425
2015-02-16,86,55.825
2015-02-17,1,68.525
2015-02-17,2,70.1
2015-02-17,3,61.099999999999994
2015-02-17,4,64.825
2015-02-17,5,61.4
2015-02-17,6,70.125
2015-02-17,8,67.525
2015-02-17,10,64.72500000000001
2015-02-17,11,68.55
2015-02-17,12,64.1
2015-02-17,13,57.65
2015-02-17,14,65.125
2015-02-17,16,61.425
2015-02-17,17,58.05
2015-02-17,18,55.575
2015-02-17,19,61.0
2015-02-17,20,62.300000000000004
2015-02-17,24,51.925
2015-02-17,25,66.67500000000001
2015-02-17,26,62.9
2015-02-17,27,61.925
2015-02-17,28,65.875
2015-02-17,29,53.375
2015-02-17,30,58.825
2015-02-17,31,62.075
2015-02-17,47,57.15
2015-02-17,48,62.375
2015-02-17,50,65.425
2015-02-17,54,61.075
2015-02-17,55,56.175
2015-02-17,86,56.6
2015-02-18,1,68.0
2015-02-18,2,68.94999999999999
2015-02-18,3,61.275
2015-02-18,4,64.3
2015-02-18,5,61.3
2015-02-18,6,69.675
2015-02-18,8,67.2
2015-02-18,10,63.9
2015-02-18,11,67.975
2015-02-18,12,63.25
2015-02-18,13,59.725
2015-02-18,14,64.075
2015-02-18,16,61.0
2015-02-18,17,56.75
2015-02-18,18,54.2
2015-02-18,19,62.05
2015-02-18,20,61.25
2015-02-18,24,44.6
2015-02-18,25,65.45
2015-02-18,26,62.6
2015-02-18,27,61.45
2015-02-18,28,65.575
2015-02-18,29,52.625
2015-02-18,30,58.575
2015-02-18,31,61.5
2015-02-18,47,56.525
2015-02-18,48,61.675
2015-02-18,50,64.625
2015-02-18,54,60.575
2015-02-18,55,55.875
2015-02-18,86,56.0
2015-02-19,1,69.275
2015-02-19,2,70.35000000000001
2015-02-19,3,60.575
2015-02-19,4,64.85
2015-02-19,5,61.025
2015-02-19,6,71.025
2015-02-19,8,67.7
2015-02-19,10,63.975
2015-02-19,11,68.425
2015-02-19,12,65.075
2015-02-19,13,56.325
2015-02-19,14,64.85
2015-02-19,16,61.075
2015-02-19,17,54.6
2015-02-19,18,54.85
2015-02-19,19,61.025
2015-02-19,20,62.025
2015-02-19,24,44.35
2015-02-19,25,66.3
2015-02-19,26,63.575
2015-02-19,27,60.7
2015-02-19,28,65.85
2015-02-19,29,53.0
2015-02-19,30,58.575
2015-02-19,31,61.150000000000006
2015-02-19,47,54.0
2015-02-19,48,61.9
2015-02-19,50,66.275
2015-02-19,54,60.425
2015-02-19,55,54.9
2015-02-19,86,56.4
2015-02-20,1,68.42500000000001
2015-02-20,2,69.625
2015-02-20,3,62.875
2015-02-20,4,66.4
2015-02-20,5,61.175
2015-02-20,6,70.075
2015-02-20,8,67.8
2015-02-20,10,65.75
2015-02-20,11,68.6
2015-02-20,12,63.65
2015-02-20,13,56.125
2015-02-20,14,64.475
2015-02-20,16,61.05
2015-02-20,17,56.25
2015-02-20,18,54.5
2015-02-20,19,61.825
2015-02-20,20,61.675
2015-02-20,24,44.925
2015-02-20,25,64.8
2015-02-20,26,62.275000000000006
2015-02-20,27,61.225
2015-02-20,28,66.0
2015-02-20,29,53.0
2015-02-20,30,58.675
2015-02-20,31,61.7
2015-02-20,47,55.15
2015-02-20,48,62.275
2015-02-20,50,65.025
2015-02-20,54,60.45
2015-02-20,55,54.8
2015-02-20,86,56.925
2015-02-21,1,69.05
2015-02-21,2,69.95
2015-02-21,3,60.975
2015-02-21,4,68.4
2015-02-21,5,61.075
2015-02-21,6,70.2
2015-02-21,8,68.0
2015-02-21,10,64.475
2015-02-21,11,68.6
2015-02-21,12,63.975
2015-02-21,13,58.4
2015-02-21,14,64.275
2015-02-21,16,60.55
2015-02-21,17,56.325
2015-02-21,18,54.875
2015-02-21,19,60.725
2015-02-21,20,60.925
2015-02-21,24,46.050000000000004
2015-02-21,25,65.55
2015-02-21,26,61.325
2015-02-21,27,59.325
2015-02-21,28,65.0
2015-02-21,29,53.55
2015-02-21,30,56.75
2015-02-21,31,62.225
2015-02-21,47,51.75
2015-02-21,48,62.575
2015-02-21,50,65.775
2015-02-21,54,60.175
2015-02-21,55,53.275
2015-02-21,86,55.675
2015-02-22,1,67.625
2015-02-22,2,68.375
2015-02-22,3,60.275
2015-02-22,4,65.925
2015-02-22,5,60.05
2015-02-22,6,68.97500000000001
2015-02-22,8,67.175
2015-02-22,10,62.925
2015-02-22,11,67.425
2015-02-22,12,62.45
2015-02-22,13,55.35
2015-02-22,14,63.349999999999994
2015-02-22,16,59.6
2015-02-22,17,55.525
2015-02-22,18,55.05
2015-02-22,19,60.275
2015-02-22,20,60.1
2015-02-22,24,48.625
2015-02-22,25,63.625
2015-02-22,26,60.75
2015-02-22,27,62.9
2015-02-22,28,64.05
2015-02-22,29,52.7
2015-02-22,30,56.75
2015-02-22,31,60.525
2015-02-22,47,51.275
2015-02-22,48,61.175
2015-02-22,50,63.724999999999994
2015-02-22,54,60.05
2015-02-22,55,53.2
2015-02-22,86,54.675
2015-02-23,1,68.075
2015-02-23,2,68.75
2015-02-23,3,59.55
2015-02-23,4,64.5
2015-02-23,5,60.525
2015-02-23,6,69.175
2015-02-23,8,67.2
2015-02-23,10,63.849999999999994
2015-02-23,11,67.9
2015-02-23,12,63.325
2015-02-23,13,56.325
2015-02-23,14,64.725
2015-02-23,16,60.725
2015-02-23,17,55.775
2015-02-23,18,54.375
2015-02-23,19,61.9
2015-02-23,20,61.55
2015-02-23,24,45.3
2015-02-23,25,63.925
2015-02-23,26,61.800000000000004
2015-02-23,27,62.125
2015-02-23,28,65.55
2015-02-23,29,52.65
2015-02-23,30,58.8
2015-02-23,31,61.075
2015-02-23,47,53.95
2015-02-23,48,61.775
2015-02-23,50,64.625
2015-02-23,54,60.8
2015-02-23,55,54.95
2015-02-23,86,56.4
2015-02-24,1,67.95
2015-02-24,2,68.65
2015-02-24,3,59.375
2015-02-24,4,64.175
2015-02-24,5,60.825
2015-02-24,6,69.425
2015-02-24,8,67.15
2015-02-24,10,63.975
2015-02-24,11,67.80000000000001
2015-02-24,12,63.275
2015-02-24,13,57.1
2015-02-24,14,63.7
2015-02-24,16,60.75
2015-02-24,17,55.725
2015-02-24,18,54.1
2015-02-24,19,61.425
2015-02-24,20,61.125
2015-02-24,24,45.175
2015-02-24,25,63.599999999999994
2015-02-24,26,61.8
2015-02-24,27,60.55
2015-02-24,28,65.45
2015-02-24,29,53.15
2015-02-24,30,59.575
2015-02-24,31,61.675
2015-02-24,47,54.55
2015-02-24,48,62.05
2015-02-24,50,64.975
2015-02-24,54,60.85
2015-02-24,55,54.775
2015-02-24,86,56.325
2015-02-25,1,67.975
2015-02-25,2,68.9
2015-02-25,3,59.625
2015-02-25,4,64.125
2015-02-25,5,60.8
2015-02-25,6,69.3
2015-02-25,8,67.25
2015-02-25,10,64.0
2015-02-25,11,67.95
2015-02-25,12,62.975
2015-02-25,13,56.85
2015-02-25,14,64.30000000000001
2015-02-25,16,60.8
2015-02-25,17,56.725
2015-02-25,18,53.6
2015-02-25,19,60.375
2015-02-25,20,61.45
2015-02-25,24,45.2
2015-02-25,25,63.849999999999994
2015-02-25,26,62.425
2015-02-25,27,60.75
2015-02-25,28,65.425
2015-02-25,29,52.75
2015-02-25,30,59.225
2015-02-25,31,61.325
2015-02-25,47,55.5
2015-02-25,48,61.725
2015-02-25,50,65.0
2015-02-25,54,61.150000000000006
2015-02-25,55,55.125
2015-02-25,86,56.275
2015-02-26,1,68.15
2015-02-26,2,69.35
2015-02-26,3,60.425
2015-02-26,4,64.65
2015-02-26,5,60.625
2015-02-26,6,69.625
2015-02-26,8,67.5
2015-02-26,10,64.775
2015-02-26,11,68.25
2015-02-26,12,63.25
2015-02-26,13,56.175
2015-02-26,14,64.6
2015-02-26,16,60.875
2015-02-26,17,56.1
2015-02-26,18,54.05
2015-02-26,19,61.8
2015-02-26,20,61.15
2015-02-26,24,43.4
2015-02-26,25,64.05
2015-02-26,26,62.175
2015-02-26,27,60.6
2015-02-26,28,65.5
2015-02-26,29,52.9
2015-02-26,30,59.6
2015-02-26,31,61.05
2015-02-26,47,53.9
2015-02-26,48,62.2
2015-02-26,50,64.475
2015-02-26,54,60.325
2015-02-26,55,54.725
2015-02-26,86,56.1
2015-02-27,1,68.3
2015-02-27,2,69.15
2015-02-27,3,60.875
2015-02-27,4,65.075
2015-02-27,5,61.325
2015-02-27,6,69.925
2015-02-27,8,67.425
2015-02-27,10,64.125
2015-02-27,11,68.275
2015-02-27,12,64.55
2015-02-27,13,56.175
2015-02-27,14,65.025
2015-02-27,16,60.425
2015-02-27,17,56.375
2015-02-27,18,55.025
2015-02-27,19,60.975
2015-02-27,20,61.275
2015-02-27,24,42.7
2015-02-27,25,64.525
2015-02-27,26,62.425
2015-02-27,27,60.75
2015-02-27,28,65.55
2015-02-27,29,53.225
2015-02-27,30,59.375
2015-02-27,31,61.525000000000006
2015-02-27,47,53.225
2015-02-27,48,62.025
2015-02-27,50,64.825
2015-02-27,54,60.675
2015-02-27,55,55.475
