fecha,NMT,laeq
2021-12-28,20,57.25
2021-12-28,24,46.175
2021-12-28,25,67.15
2021-12-28,26,59.775
2021-12-28,27,56.475
2021-12-28,28,64.85
2021-12-28,29,53.95
2021-12-28,30,58.075
2021-12-28,31,60.425
2021-12-28,47,57.975
2021-12-28,48,59.1
2021-12-28,50,63.525
2021-12-28,54,58.900000000000006
2021-12-28,55,53.425
2021-12-28,86,53.125
2021-12-29,1,61.925
2021-12-29,2,67.725
2021-12-29,3,60.45
2021-12-29,5,59.599999999999994
2021-12-29,6,67.425
2021-12-29,8,62.775000000000006
2021-12-29,10,61.75
2021-12-29,11,65.325
2021-12-29,12,60.575
2021-12-29,13,57.875
2021-12-29,14,61.25
2021-12-29,16,55.125
2021-12-29,17,55.225
2021-12-29,18,58.35
2021-12-29,19,57.85
2021-12-29,20,58.025
2021-12-29,24,46.0
2021-12-29,25,67.375
2021-12-29,26,59.625
2021-12-29,27,57.425
2021-12-29,28,65.625
2021-12-29,29,54.2
2021-12-29,30,57.1
2021-12-29,31,60.2
2021-12-29,47,53.175
2021-12-29,48,57.95
2021-12-29,50,64.275
2021-12-29,54,59.775
2021-12-29,55,55.375
2021-12-29,86,55.15
2021-12-30,1,63.75
2021-12-30,2,69.2
2021-12-30,3,61.150000000000006
2021-12-30,5,58.9
2021-12-30,6,67.75
2021-12-30,8,63.05
2021-12-30,10,62.075
2021-12-30,11,65.1
2021-12-30,12,61.25
2021-12-30,13,57.0
2021-12-30,14,62.175000000000004
2021-12-30,16,56.0
2021-12-30,17,59.599999999999994
2021-12-30,18,55.525
2021-12-30,19,58.55
2021-12-30,20,67.0
2021-12-30,24,47.45
2021-12-30,25,67.425
2021-12-30,26,60.55
2021-12-30,27,57.95
2021-12-30,28,65.2
2021-12-30,29,54.125
2021-12-30,30,57.675
2021-12-30,31,61.175
2021-12-30,47,52.45
2021-12-30,48,58.55
2021-12-30,50,63.8
2021-12-30,54,59.525000000000006
2021-12-30,55,54.825
2021-12-30,86,53.375
2021-12-31,1,63.1
2021-12-31,2,77.0
2021-12-31,3,59.099999999999994
2021-12-31,5,59.975
2021-12-31,6,67.25
2021-12-31,8,61.65
2021-12-31,10,62.7
2021-12-31,11,64.15
2021-12-31,12,60.25
2021-12-31,13,58.725
2021-12-31,14,61.875
2021-12-31,16,55.975
2021-12-31,17,65.975
2021-12-31,18,62.449999999999996
2021-12-31,19,57.975
2021-12-31,20,60.175
2021-12-31,24,47.05
2021-12-31,25,66.875
2021-12-31,26,59.7
2021-12-31,27,59.825
2021-12-31,28,64.25
2021-12-31,29,54.6
2021-12-31,30,57.15
2021-12-31,31,60.425
2021-12-31,47,54.475
2021-12-31,48,58.2
2021-12-31,50,63.875
2021-12-31,54,58.724999999999994
2021-12-31,55,54.0
2021-12-31,86,53.075
2022-01-01,1,61.6
2022-01-01,2,67.825
2022-01-01,3,65.05
2022-01-01,5,62.474999999999994
2022-01-01,6,65.3
2022-01-01,8,61.425
2022-01-01,10,64.1
2022-01-01,11,66.25
2022-01-01,12,61.9
2022-01-01,13,63.55
2022-01-01,14,65.85
2022-01-01,16,58.775
2022-01-01,17,68.025
2022-01-01,18,70.025
2022-01-01,19,59.75
2022-01-01,20,61.175
2022-01-01,24,50.375
2022-01-01,25,67.25
2022-01-01,26,59.75
2022-01-01,27,62.4
2022-01-01,28,65.725
2022-01-01,29,54.775
2022-01-01,30,57.325
2022-01-01,31,59.85
2022-01-01,47,58.45
2022-01-01,48,60.25
2022-01-01,50,63.575
2022-01-01,54,61.825
2022-01-01,55,57.550000000000004
2022-01-01,86,59.975
2022-01-02,1,61.0
2022-01-02,2,66.375
2022-01-02,3,58.325
2022-01-02,5,57.875
2022-01-02,8,61.925
2022-01-02,10,60.25
2022-01-02,11,63.875
2022-01-02,12,60.075
2022-01-02,13,54.45
2022-01-02,14,62.300000000000004
2022-01-02,16,54.95
2022-01-02,17,54.075
2022-01-02,18,54.025
2022-01-02,19,57.575
2022-01-02,20,57.075
2022-01-02,24,46.975
2022-01-02,25,65.775
2022-01-02,26,59.175
2022-01-02,27,57.925
2022-01-02,28,62.775
2022-01-02,29,52.925
2022-01-02,30,55.775
2022-01-02,31,60.8
2022-01-02,47,52.65
2022-01-02,48,57.075
2022-01-02,50,62.65
2022-01-02,54,57.85
2022-01-02,55,53.475
2022-01-02,86,51.125
2022-01-03,1,64.175
2022-01-03,2,67.475
2022-01-03,3,60.3
2022-01-03,5,59.875
2022-01-03,6,68.85
2022-01-03,8,62.875
2022-01-03,10,62.025000000000006
2022-01-03,11,65.25
2022-01-03,12,61.65
2022-01-03,13,55.949999999999996
2022-01-03,14,61.05
2022-01-03,16,57.75
2022-01-03,17,54.5
2022-01-03,18,52.875
2022-01-03,19,59.125
2022-01-03,20,57.975
2022-01-03,24,48.3
2022-01-03,25,66.825
2022-01-03,26,60.125
2022-01-03,27,57.4
2022-01-03,28,64.95
2022-01-03,29,54.65
2022-01-03,30,56.95
2022-01-03,31,61.2
2022-01-03,47,54.075
2022-01-03,48,57.825
2022-01-03,50,63.425
2022-01-03,54,58.925
2022-01-03,55,54.725
2022-01-03,86,55.925
2022-01-04,1,63.375
2022-01-04,2,68.05
2022-01-04,3,59.2
2022-01-04,5,59.775
2022-01-04,6,67.775
2022-01-04,8,63.225
2022-01-04,10,63.474999999999994
2022-01-04,11,66.225
2022-01-04,12,61.175
2022-01-04,13,56.575
2022-01-04,14,61.65
2022-01-04,16,56.675
2022-01-04,17,54.25
2022-01-04,18,53.0
2022-01-04,19,58.2
2022-01-04,20,59.425
2022-01-04,24,47.95
2022-01-04,25,67.425
2022-01-04,26,60.65
2022-01-04,27,58.3
2022-01-04,28,64.925
2022-01-04,29,54.975
2022-01-04,30,58.55
2022-01-04,31,63.475
2022-01-04,47,53.95
2022-01-04,48,59.45
2022-01-04,50,64.1
2022-01-04,54,60.75
2022-01-04,55,54.925
2022-01-04,86,56.5
2022-01-05,1,68.76666666666667
2022-01-05,2,68.15
2022-01-05,3,59.0
2022-01-05,5,61.025
2022-01-05,6,68.19999999999999
2022-01-05,8,64.325
2022-01-05,10,62.6
2022-01-05,11,66.85
2022-01-05,12,61.5
2022-01-05,13,58.125
2022-01-05,14,63.925000000000004
2022-01-05,16,57.95
2022-01-05,17,54.475
2022-01-05,18,52.875
2022-01-05,19,59.925
2022-01-05,20,61.574999999999996
2022-01-05,24,45.4
2022-01-05,25,68.925
2022-01-05,26,61.275
2022-01-05,27,58.7
2022-01-05,28,66.275
2022-01-05,29,55.474999999999994
2022-01-05,30,57.375
2022-01-05,31,49.9
2022-01-05,47,52.9
2022-01-05,48,60.175
2022-01-05,50,65.15
2022-01-05,54,60.65
2022-01-05,55,56.9
2022-01-05,86,55.875
2022-01-06,1,62.575
2022-01-06,2,66.65
2022-01-06,3,59.725
2022-01-06,5,59.25
2022-01-06,6,66.825
2022-01-06,8,62.15
2022-01-06,10,61.825
2022-01-06,11,65.32499999999999
2022-01-06,12,60.225
2022-01-06,13,56.875
2022-01-06,14,61.8
2022-01-06,16,58.974999999999994
2022-01-06,17,55.849999999999994
2022-01-06,18,53.55
2022-01-06,19,57.275
2022-01-06,20,57.3
2022-01-06,24,44.85
2022-01-06,25,68.225
2022-01-06,26,60.4
2022-01-06,27,56.45
2022-01-06,28,64.2
2022-01-06,29,54.025
2022-01-06,30,56.724999999999994
2022-01-06,31,39.1
2022-01-06,47,52.45
2022-01-06,48,57.825
2022-01-06,50,63.0
2022-01-06,54,57.975
2022-01-06,55,54.225
2022-01-06,86,51.7
2022-01-07,1,63.125
2022-01-07,2,68.15
2022-01-07,3,61.225
2022-01-07,5,58.45
2022-01-07,6,67.475
2022-01-07,8,62.325
2022-01-07,10,62.425
2022-01-07,11,65.625
2022-01-07,12,60.725
2022-01-07,13,54.525
2022-01-07,14,61.4
2022-01-07,16,56.575
2022-01-07,17,58.275
2022-01-07,18,55.35
2022-01-07,19,58.45
2022-01-07,20,58.325
2022-01-07,24,45.775
2022-01-07,25,67.725
2022-01-07,26,60.475
2022-01-07,27,57.85
2022-01-07,28,65.325
2022-01-07,29,54.45
2022-01-07,30,56.6
2022-01-07,31,50.05
2022-01-07,47,52.625
2022-01-07,48,58.05
2022-01-07,50,64.45
2022-01-07,54,59.1
2022-01-07,55,55.025
2022-01-07,86,52.4
2022-01-08,1,63.3
2022-01-08,2,68.6
2022-01-08,3,61.65
2022-01-08,5,58.175
2022-01-08,6,67.675
2022-01-08,8,62.6
2022-01-08,10,62.35
2022-01-08,11,65.0
2022-01-08,12,60.675
2022-01-08,13,53.85
2022-01-08,14,61.35
2022-01-08,16,55.0
2022-01-08,17,57.0
2022-01-08,18,52.125
2022-01-08,19,57.725
2022-01-08,20,57.35
2022-01-08,24,47.65
2022-01-08,25,67.075
2022-01-08,26,60.15
2022-01-08,27,56.4
2022-01-08,28,64.525
2022-01-08,29,54.275
2022-01-08,30,58.175
2022-01-08,31,61.175
2022-01-08,47,52.45
2022-01-08,48,58.625
2022-01-08,50,64.85
2022-01-08,54,58.975
2022-01-08,55,53.0
2022-01-08,86,52.475
2022-01-09,1,63.125
2022-01-09,2,66.85
2022-01-09,3,58.725
2022-01-09,5,57.875
2022-01-09,6,67.2
2022-01-09,8,62.15
2022-01-09,10,61.475
2022-01-09,11,65.30000000000001
2022-01-09,12,60.45
2022-01-09,13,55.525
2022-01-09,14,61.425
2022-01-09,16,53.825
2022-01-09,17,52.425
2022-01-09,18,53.2
2022-01-09,19,57.5
2022-01-09,20,56.625
2022-01-09,24,44.925
2022-01-09,25,65.725
2022-01-09,26,59.475
2022-01-09,27,56.85
2022-01-09,28,63.4
2022-01-09,29,53.7
2022-01-09,30,56.55
2022-01-09,31,61.25
2022-01-09,47,53.225
2022-01-09,48,57.675
2022-01-09,50,64.025
2022-01-09,54,58.85
2022-01-09,55,53.4
2022-01-09,86,51.95
2022-01-10,1,63.474999999999994
2022-01-10,2,67.15
2022-01-10,3,58.55
2022-01-10,5,58.3
2022-01-10,6,67.175
2022-01-10,8,62.2
2022-01-10,10,62.725
2022-01-10,11,65.45
2022-01-10,12,61.75
2022-01-10,13,57.925
2022-01-10,14,62.075
2022-01-10,16,54.9
2022-01-10,17,54.025
2022-01-10,18,53.15
2022-01-10,19,57.85
2022-01-10,20,58.4
2022-01-10,24,44.9
2022-01-10,25,67.15
2022-01-10,26,60.175
2022-01-10,27,57.699999999999996
2022-01-10,28,64.625
2022-01-10,29,54.625
2022-01-10,30,56.525
2022-01-10,31,60.375
2022-01-10,47,54.0
2022-01-10,48,58.175
2022-01-10,50,63.775
2022-01-10,54,59.075
2022-01-10,55,55.625
2022-01-10,86,55.6
2022-01-11,1,62.8
2022-01-11,2,67.525
2022-01-11,3,59.425
2022-01-11,5,58.4
2022-01-11,6,67.35
2022-01-11,8,62.525000000000006
2022-01-11,10,63.0
2022-01-11,11,65.175
2022-01-11,12,62.475
2022-01-11,13,58.3
2022-01-11,14,62.300000000000004
2022-01-11,16,55.025
2022-01-11,17,54.4
2022-01-11,18,53.15
2022-01-11,19,59.325
2022-01-11,20,58.5
2022-01-11,24,46.025
2022-01-11,25,67.275
2022-01-11,26,60.2
2022-01-11,27,58.45
2022-01-11,28,65.27499999999999
2022-01-11,29,54.95
2022-01-11,30,57.349999999999994
2022-01-11,31,60.275
2022-01-11,47,52.825
2022-01-11,48,58.4
2022-01-11,50,63.8
2022-01-11,54,59.45
2022-01-11,55,54.85
2022-01-11,86,52.775
2022-01-12,1,62.6
2022-01-12,2,67.5
2022-01-12,3,59.3
2022-01-12,5,59.175
2022-01-12,6,67.775
2022-01-12,8,62.275
2022-01-12,10,63.2
2022-01-12,11,65.675
2022-01-12,12,61.2
2022-01-12,13,58.025
2022-01-12,14,61.900000000000006
2022-01-12,16,55.175
2022-01-12,17,54.175
2022-01-12,18,57.875
2022-01-12,19,58.225
2022-01-12,20,59.125
2022-01-12,24,46.125
2022-01-12,25,67.075
2022-01-12,26,60.2
2022-01-12,27,58.05
2022-01-12,28,65.05
2022-01-12,29,54.825
2022-01-12,30,56.725
2022-01-12,31,60.35
2022-01-12,47,52.975
2022-01-12,48,57.9
2022-01-12,50,63.35
2022-01-12,54,59.425
2022-01-12,55,54.75
2022-01-12,86,55.1
2022-01-13,1,63.05
2022-01-13,2,67.525
2022-01-13,3,60.3
2022-01-13,5,58.724999999999994
2022-01-13,6,67.975
2022-01-13,8,62.425000000000004
2022-01-13,10,62.5
2022-01-13,11,66.725
2022-01-13,12,60.75
2022-01-13,13,56.675
2022-01-13,14,62.05
2022-01-13,16,55.025
2022-01-13,17,54.775
2022-01-13,18,52.85
2022-01-13,19,58.075
2022-01-13,20,59.55
2022-01-13,24,46.05
2022-01-13,25,67.25
2022-01-13,26,60.35
2022-01-13,27,58.375
2022-01-13,28,65.425
2022-01-13,29,57.0
2022-01-13,30,56.525
2022-01-13,31,60.6
2022-01-13,47,53.325
2022-01-13,48,58.125
2022-01-13,50,64.55
2022-01-13,54,59.675
2022-01-13,55,54.4
2022-01-13,86,52.625
2022-01-14,1,63.15
2022-01-14,2,68.85
2022-01-14,3,59.7
2022-01-14,5,58.5
2022-01-14,6,68.45
2022-01-14,8,63.175
2022-01-14,10,63.325
2022-01-14,11,66.125
2022-01-14,12,61.525
2022-01-14,13,57.224999999999994
2022-01-14,14,61.125
2022-01-14,16,55.675
2022-01-14,17,53.9
2022-01-14,18,53.425
2022-01-14,19,58.3
2022-01-14,20,58.375
2022-01-14,24,46.35
2022-01-14,25,67.425
2022-01-14,26,60.55
2022-01-14,27,59.025
2022-01-14,28,65.7
2022-01-14,29,55.475
2022-01-14,30,57.0
2022-01-14,31,61.525
2022-01-14,47,52.975
2022-01-14,48,58.35
2022-01-14,50,64.375
2022-01-14,54,59.95
2022-01-14,55,55.35
2022-01-14,86,53.925
2022-01-15,1,62.875
2022-01-15,2,68.1
2022-01-15,3,60.6
2022-01-15,5,57.975
2022-01-15,6,67.525
2022-01-15,8,63.1
2022-01-15,10,63.2
2022-01-15,11,65.325
2022-01-15,12,61.475
2022-01-15,13,55.675
2022-01-15,14,61.5
2022-01-15,16,54.1
2022-01-15,17,54.475
2022-01-15,18,53.475
2022-01-15,19,58.0
2022-01-15,20,57.75
2022-01-15,24,46.25
2022-01-15,25,66.825
2022-01-15,26,59.55
2022-01-15,27,57.65
2022-01-15,28,64.425
2022-01-15,29,54.2
2022-01-15,30,56.275
2022-01-15,31,61.55
2022-01-15,47,51.025
2022-01-15,48,58.1
2022-01-15,50,63.55
2022-01-15,54,59.2
2022-01-15,55,54.300000000000004
2022-01-15,86,52.1
2022-01-16,1,62.525
2022-01-16,2,67.4
2022-01-16,3,59.15
2022-01-16,5,57.95
2022-01-16,6,66.525
2022-01-16,8,62.7
2022-01-16,10,61.725
2022-01-16,11,64.6
2022-01-16,12,61.225
2022-01-16,13,56.675
2022-01-16,14,61.25
2022-01-16,16,52.95
2022-01-16,17,52.25
2022-01-16,18,53.95
2022-01-16,19,58.975
2022-01-16,20,57.375
2022-01-16,24,45.925
2022-01-16,25,66.125
2022-01-16,26,58.43333333333334
2022-01-16,27,56.375
2022-01-16,28,63.7
2022-01-16,29,53.85
2022-01-16,30,56.55
2022-01-16,31,60.475
2022-01-16,47,51.125
2022-01-16,48,57.125
2022-01-16,50,63.2
2022-01-16,54,58.275
2022-01-16,55,52.974999999999994
2022-01-16,86,51.55
2022-01-17,1,63.825
2022-01-17,2,68.325
2022-01-17,3,59.375
2022-01-17,5,58.025
2022-01-17,6,67.25
2022-01-17,8,62.25
2022-01-17,10,62.400000000000006
2022-01-17,11,66.025
2022-01-17,12,61.0
2022-01-17,13,58.525
2022-01-17,14,61.2
2022-01-17,16,55.1
2022-01-17,17,55.275
2022-01-17,18,52.475
2022-01-17,19,58.2
2022-01-17,20,57.925
2022-01-17,24,46.8
2022-01-17,25,67.05
2022-01-17,27,58.225
2022-01-17,28,65.275
2022-01-17,29,55.35
2022-01-17,30,56.825
2022-01-17,31,60.325
2022-01-17,47,52.875
2022-01-17,48,58.05
2022-01-17,50,64.125
2022-01-17,54,59.775
2022-01-17,55,54.575
2022-01-17,86,55.175
2022-01-18,1,62.525
2022-01-18,2,68.075
2022-01-18,3,58.925
2022-01-18,5,58.7
2022-01-18,6,67.575
2022-01-18,8,62.425
2022-01-18,10,63.45
2022-01-18,11,66.025
2022-01-18,12,62.175
2022-01-18,13,57.675000000000004
2022-01-18,14,61.275000000000006
2022-01-18,16,54.675000000000004
2022-01-18,17,54.725
2022-01-18,18,53.975
2022-01-18,19,58.175
2022-01-18,20,58.725
2022-01-18,24,46.725
2022-01-18,25,67.0
2022-01-18,26,62.46666666666667
2022-01-18,27,58.375
2022-01-18,28,65.19999999999999
2022-01-18,29,55.125
2022-01-18,30,57.925
2022-01-18,31,61.2
2022-01-18,47,53.425
2022-01-18,48,58.375
2022-01-18,50,63.825
2022-01-18,54,60.0
2022-01-18,55,54.7
2022-01-18,86,53.075
2022-01-19,1,63.175
2022-01-19,2,69.95
2022-01-19,3,59.275
2022-01-19,5,57.75
2022-01-19,6,68.175
2022-01-19,8,62.975
2022-01-19,10,62.775
2022-01-19,11,66.15
2022-01-19,12,61.099999999999994
2022-01-19,13,57.1
2022-01-19,14,61.65
2022-01-19,16,55.275
2022-01-19,17,54.125
2022-01-19,18,53.275
2022-01-19,19,59.15
2022-01-19,20,57.65
2022-01-19,24,46.425
2022-01-19,25,66.675
2022-01-19,26,60.6
2022-01-19,27,58.375
2022-01-19,28,65.25
2022-01-19,29,55.275
2022-01-19,30,59.325
2022-01-19,31,60.325
2022-01-19,47,52.875
2022-01-19,48,57.8
2022-01-19,50,64.175
2022-01-19,54,60.425
2022-01-19,55,55.2
2022-01-19,86,54.325
2022-01-20,1,63.475
2022-01-20,2,68.425
2022-01-20,3,59.5
2022-01-20,5,58.675
2022-01-20,6,67.7
2022-01-20,8,62.925
2022-01-20,10,62.6
2022-01-20,11,66.1
2022-01-20,12,62.65
2022-01-20,13,56.7
2022-01-20,14,62.275000000000006
2022-01-20,16,55.55
2022-01-20,17,54.35
2022-01-20,18,52.925
2022-01-20,19,58.525
2022-01-20,20,57.65
2022-01-20,24,46.775
2022-01-20,25,67.225
2022-01-20,26,60.625
2022-01-20,27,59.075
2022-01-20,28,65.225
2022-01-20,29,57.875
2022-01-20,30,57.7
2022-01-20,31,60.2
2022-01-20,47,53.925
2022-01-20,48,58.25
2022-01-20,50,64.525
2022-01-20,54,60.45
2022-01-20,55,56.4
2022-01-20,86,53.65
2022-01-21,1,64.475
2022-01-21,2,68.15
2022-01-21,3,59.95
2022-01-21,5,58.35
2022-01-21,6,67.95
2022-01-21,8,62.75
2022-01-21,10,63.275000000000006
2022-01-21,11,66.15
2022-01-21,12,61.075
2022-01-21,13,55.55
2022-01-21,14,61.599999999999994
2022-01-21,16,56.05
2022-01-21,17,55.075
2022-01-21,18,55.125
2022-01-21,19,58.55
2022-01-21,20,58.125
2022-01-21,24,45.65
2022-01-21,25,67.05
2022-01-21,26,60.35
2022-01-21,27,58.0
2022-01-21,28,65.475
2022-01-21,29,55.175
2022-01-21,30,56.8
2022-01-21,31,60.8
2022-01-21,47,53.775
2022-01-21,48,58.15
2022-01-21,50,64.225
2022-01-21,54,59.725
2022-01-21,55,56.95
2022-01-21,86,53.5
2022-01-22,1,62.625
2022-01-22,2,68.9
2022-01-22,3,60.8
2022-01-22,5,58.25
2022-01-22,6,67.45
2022-01-22,8,62.65
2022-01-22,10,63.15
2022-01-22,11,65.925
2022-01-22,12,61.4
2022-01-22,13,55.325
2022-01-22,14,61.225
2022-01-22,16,54.0
2022-01-22,17,55.724999999999994
2022-01-22,18,52.275000000000006
2022-01-22,19,57.525
2022-01-22,20,57.925
2022-01-22,24,45.4
2022-01-22,25,66.75
2022-01-22,26,61.025
2022-01-22,27,57.2
2022-01-22,28,64.30000000000001
2022-01-22,29,53.949999999999996
2022-01-22,30,57.9
2022-01-22,31,60.775
2022-01-22,47,51.85
2022-01-22,48,57.775
2022-01-22,50,64.325
2022-01-22,54,59.25
2022-01-22,55,54.075
2022-01-22,86,52.1
2022-01-23,1,65.3
2022-01-23,2,69.575
2022-01-23,3,58.9
2022-01-23,5,58.5
2022-01-23,6,70.05
2022-01-23,8,62.075
2022-01-23,10,62.425
2022-01-23,11,65.15
2022-01-23,12,60.675
2022-01-23,13,55.25
2022-01-23,14,60.75
2022-01-23,16,53.3
2022-01-23,17,52.375
2022-01-23,18,52.7
2022-01-23,19,57.475
2022-01-23,20,56.975
2022-01-23,24,45.175
2022-01-23,25,66.5
2022-01-23,26,61.025
2022-01-23,27,56.8
2022-01-23,28,63.8
2022-01-23,29,53.65
2022-01-23,30,55.724999999999994
2022-01-23,31,60.25
2022-01-23,47,50.925
2022-01-23,48,59.425
2022-01-23,50,63.3
2022-01-23,54,58.550000000000004
2022-01-23,55,52.5
2022-01-23,86,51.425
2022-01-24,1,63.25
2022-01-24,2,67.5
2022-01-24,3,58.8
2022-01-24,5,57.625
2022-01-24,6,67.6
2022-01-24,8,63.125
2022-01-24,10,62.625
2022-01-24,11,65.6
2022-01-24,12,60.675
2022-01-24,13,56.7
2022-01-24,14,61.025
2022-01-24,16,54.225
2022-01-24,17,54.425
2022-01-24,18,53.075
2022-01-24,19,57.85
2022-01-24,20,58.875
2022-01-24,24,45.0
2022-01-24,25,66.975
2022-01-24,26,59.975
2022-01-24,27,57.2
2022-01-24,28,65.1
2022-01-24,29,54.675
2022-01-24,30,56.525
2022-01-24,31,60.025
2022-01-24,47,52.375
2022-01-24,48,57.75
2022-01-24,50,64.05
2022-01-24,54,59.5
2022-01-24,55,55.35
2022-01-24,86,54.675
2022-01-25,1,62.775
2022-01-25,2,67.5
2022-01-25,3,59.2
2022-01-25,5,58.675
2022-01-25,6,67.275
2022-01-25,8,62.825
2022-01-25,10,63.425
2022-01-25,11,66.475
2022-01-25,12,61.075
2022-01-25,13,55.525
2022-01-25,14,60.7
2022-01-25,16,54.925
2022-01-25,17,55.375
2022-01-25,18,52.75
2022-01-25,19,59.725
2022-01-25,20,58.425
2022-01-25,24,44.7
2022-01-25,25,67.025
2022-01-25,26,59.675
2022-01-25,27,57.025
2022-01-25,28,65.075
2022-01-25,29,54.275
2022-01-25,30,56.65
2022-01-25,31,60.0
2022-01-25,47,52.4
2022-01-25,48,59.975
2022-01-25,50,64.2
2022-01-25,54,59.5
2022-01-25,55,53.675
2022-01-25,86,53.05
2022-01-26,1,63.1
2022-01-26,2,67.575
2022-01-26,3,59.6
2022-01-26,5,58.0
2022-01-26,6,67.975
2022-01-26,8,63.0
2022-01-26,10,63.5
2022-01-26,11,66.0
2022-01-26,12,61.25
2022-01-26,13,55.925
2022-01-26,14,61.1
2022-01-26,16,54.775
2022-01-26,17,54.275
2022-01-26,18,53.95
2022-01-26,19,60.125
2022-01-26,20,58.825
2022-01-26,24,46.5
2022-01-26,25,67.375
2022-01-26,26,60.5
2022-01-26,27,58.4
2022-01-26,28,65.225
2022-01-26,29,54.7
2022-01-26,30,57.15
2022-01-26,31,60.9
2022-01-26,47,52.225
2022-01-26,48,58.15
2022-01-26,50,64.475
2022-01-26,54,60.075
2022-01-26,55,56.15
2022-01-26,86,54.525
2022-01-27,1,62.8
2022-01-27,2,68.2
2022-01-27,3,59.85
2022-01-27,5,58.1
2022-01-27,6,68.075
2022-01-27,8,62.7
2022-01-27,10,62.75
2022-01-27,11,66.25
2022-01-27,12,61.4
2022-01-27,13,55.425
2022-01-27,14,62.325
2022-01-27,16,55.4
2022-01-27,17,56.25
2022-01-27,18,53.175
2022-01-27,19,57.9
2022-01-27,20,57.85
2022-01-27,24,46.15
2022-01-27,25,67.1
2022-01-27,26,60.625
2022-01-27,27,58.675
2022-01-27,28,65.075
2022-01-27,29,55.025
2022-01-27,30,57.375
2022-01-27,31,60.725
2022-01-27,47,53.525
2022-01-27,48,58.45
2022-01-27,50,64.425
2022-01-27,54,59.775
2022-01-27,55,55.900000000000006
2022-01-27,86,53.025
2022-01-28,1,62.5
2022-01-28,2,67.95
2022-01-28,3,60.425
2022-01-28,5,59.65
2022-01-28,6,67.69999999999999
2022-01-28,8,62.825
2022-01-28,10,63.224999999999994
2022-01-28,11,66.25
2022-01-28,12,60.975
2022-01-28,13,56.475
2022-01-28,14,61.474999999999994
2022-01-28,16,55.5
2022-01-28,17,54.075
2022-01-28,18,53.75
2022-01-28,19,57.85
2022-01-28,20,59.475
2022-01-28,24,45.475
2022-01-28,25,66.95
2022-01-28,26,60.575
2022-01-28,27,58.75
2022-01-28,28,65.3
2022-01-28,29,55.800000000000004
2022-01-28,30,60.05
2022-01-28,31,60.75
2022-01-28,47,52.975
2022-01-28,48,58.025000000000006
2022-01-28,50,64.15
2022-01-28,54,59.65
2022-01-28,55,55.475
2022-01-28,86,55.175
2022-01-29,1,62.225
2022-01-29,2,67.8
2022-01-29,3,63.275
2022-01-29,5,57.9
2022-01-29,6,67.325
2022-01-29,8,62.175
2022-01-29,10,61.95
2022-01-29,11,65.475
2022-01-29,12,61.475
2022-01-29,13,53.7
2022-01-29,14,61.55
2022-01-29,16,53.3
2022-01-29,17,55.525
2022-01-29,18,54.3
2022-01-29,19,57.75
2022-01-29,20,57.775
2022-01-29,24,45.75
2022-01-29,25,66.1
2022-01-29,26,59.675
2022-01-29,27,57.625
2022-01-29,28,64.2
2022-01-29,29,54.775
2022-01-29,30,55.9
2022-01-29,31,60.125
2022-01-29,47,53.275
2022-01-29,48,57.625
2022-01-29,50,63.25
2022-01-29,54,59.5
2022-01-29,55,53.725
2022-01-29,86,51.725
2022-01-30,1,61.25
2022-01-30,2,67.7
2022-01-30,3,59.475
2022-01-30,5,57.375
2022-01-30,6,65.95
2022-01-30,8,62.1
2022-01-30,10,61.275
2022-01-30,11,64.575
2022-01-30,12,60.475
2022-01-30,13,53.9
2022-01-30,14,61.699999999999996
2022-01-30,16,53.825
2022-01-30,17,55.7
2022-01-30,18,52.65
2022-01-30,19,56.625
2022-01-30,20,57.425
2022-01-30,24,45.175
2022-01-30,25,65.575
2022-01-30,26,59.075
2022-01-30,27,56.775
2022-01-30,28,63.575
2022-01-30,29,54.25
2022-01-30,30,54.875
2022-01-30,31,59.325
2022-01-30,47,51.0
2022-01-30,48,57.1
2022-01-30,50,63.05
2022-01-30,54,58.275
2022-01-30,55,53.2
2022-01-30,86,51.025
2022-01-31,1,62.375
2022-01-31,2,67.325
2022-01-31,3,63.199999999999996
2022-01-31,5,58.525
2022-01-31,6,66.9
2022-01-31,8,62.05
2022-01-31,10,63.025000000000006
2022-01-31,11,64.775
2022-01-31,12,60.35
2022-01-31,13,57.225
2022-01-31,14,61.725
2022-01-31,16,54.15
2022-01-31,17,54.125
2022-01-31,18,53.45
2022-01-31,19,59.075
2022-01-31,20,58.45
2022-01-31,24,45.45
2022-01-31,25,66.425
2022-01-31,26,59.925
2022-01-31,27,58.325
2022-01-31,28,65.025
2022-01-31,29,54.6
2022-01-31,30,59.375
2022-01-31,31,59.725
2022-01-31,47,52.425
2022-01-31,48,57.25
2022-01-31,50,63.45
2022-01-31,54,59.35
2022-01-31,55,55.1
2022-01-31,86,54.45
2022-02-01,1,62.95
2022-02-01,2,68.35
2022-02-01,3,60.025
2022-02-01,5,58.45
2022-02-01,6,68.0
2022-02-01,8,62.55
2022-02-01,10,63.324999999999996
2022-02-01,11,65.65
2022-02-01,12,61.675
2022-02-01,13,56.25
2022-02-01,14,61.75
2022-02-01,16,54.0
2022-02-01,17,54.3
2022-02-01,18,55.125
2022-02-01,19,58.15
2022-02-01,20,57.85
2022-02-01,24,46.325
2022-02-01,25,67.4
2022-02-01,26,60.325
2022-02-01,27,59.675
2022-02-01,28,65.2
2022-02-01,29,53.875
2022-02-01,30,57.725
