secciones,periodo,municipio_codigo,municipio_nombre,renta_media
"2800401001 Álamo, El sección 01001",2018,28004,"Álamo, El",11.75
"2800401001 Álamo, El sección 01001",2019,28004,"Álamo, El",14.0
"2800401001 Álamo, El sección 01001",2020,28004,"Álamo, El",11.4
"2800401001 Álamo, El sección 01001",2021,28004,"Álamo, El",22.8
"2800401001 Álamo, El sección 01001",2022,28004,"Álamo, El",20.9
"2800401001 Álamo, El sección 01001",2023,28004,"Álamo, El",17.666666666666668
"2800401002 Álamo, El sección 01002",2015,28004,"Álamo, El",18.333333333333332
"2800401002 Álamo, El sección 01002",2016,28004,"Álamo, El",18.333333333333332
"2800401002 Álamo, El sección 01002",2017,28004,"Álamo, El",24.0
"2800401002 Álamo, El sección 01002",2018,28004,"Álamo, El",18.25
"2800401002 Álamo, El sección 01002",2019,28004,"Álamo, El",13.0
"2800401002 Álamo, El sección 01002",2020,28004,"Álamo, El",20.5
"2800401002 Álamo, El sección 01002",2021,28004,"Álamo, El",14.444444444444445
"2800401002 Álamo, El sección 01002",2022,28004,"Álamo, El",20.714285714285715
"2800401002 Álamo, El sección 01002",2023,28004,"Álamo, El",17.6
2800502008 Alcalá de Henares sección 02008,2019,28005,Alcalá de Henares,16.2
2800502008 Alcalá de Henares sección 02008,2020,28005,Alcalá de Henares,19.166666666666668
2800502008 Alcalá de Henares sección 02008,2021,28005,Alcalá de Henares,17.833333333333332
2800502038 Alcalá de Henares sección 02038,2022,28005,Alcalá de Henares,42.0
2800502038 Alcalá de Henares sección 02038,2023,28005,Alcalá de Henares,25.75
2800503014 Alcalá de Henares sección 03014,2015,28005,Alcalá de Henares,15.9
2800503014 Alcalá de Henares sección 03014,2016,28005,Alcalá de Henares,17.75
2800503014 Alcalá de Henares sección 03014,2017,28005,Alcalá de Henares,7.0
2800503014 Alcalá de Henares sección 03014,2018,28005,Alcalá de Henares,21.8
2800503014 Alcalá de Henares sección 03014,2019,28005,Alcalá de Henares,10.4
2800503014 Alcalá de Henares sección 03014,2020,28005,Alcalá de Henares,21.0
2800503014 Alcalá de Henares sección 03014,2021,28005,Alcalá de Henares,22.5
2800503018 Alcalá de Henares sección 03018,2023,28005,Alcalá de Henares,36.0
2800504001 Alcalá de Henares sección 04001,2016,28005,Alcalá de Henares,33.8
2800504001 Alcalá de Henares sección 04001,2017,28005,Alcalá de Henares,7.0
2800504001 Alcalá de Henares sección 04001,2018,28005,Alcalá de Henares,38.77777777777778
2800504001 Alcalá de Henares sección 04001,2019,28005,Alcalá de Henares,56.0
2800504001 Alcalá de Henares sección 04001,2020,28005,Alcalá de Henares,28.2
2800504001 Alcalá de Henares sección 04001,2021,28005,Alcalá de Henares,5.0
2800504007 Alcalá de Henares sección 04007,2017,28005,Alcalá de Henares,6.0
2800504007 Alcalá de Henares sección 04007,2018,28005,Alcalá de Henares,25.0
2800504007 Alcalá de Henares sección 04007,2019,28005,Alcalá de Henares,27.5
2800504007 Alcalá de Henares sección 04007,2020,28005,Alcalá de Henares,28.25
2800504007 Alcalá de Henares sección 04007,2021,28005,Alcalá de Henares,31.714285714285715
2800504017 Alcalá de Henares sección 04017,2015,28005,Alcalá de Henares,25.666666666666668
2800504017 Alcalá de Henares sección 04017,2016,28005,Alcalá de Henares,19.0
2800504017 Alcalá de Henares sección 04017,2017,28005,Alcalá de Henares,4.5
2800504017 Alcalá de Henares sección 04017,2021,28005,Alcalá de Henares,21.0
2800504017 Alcalá de Henares sección 04017,2022,28005,Alcalá de Henares,17.9
2800504017 Alcalá de Henares sección 04017,2023,28005,Alcalá de Henares,20.88888888888889
2800504018 Alcalá de Henares sección 04018,2019,28005,Alcalá de Henares,1.0
2800504018 Alcalá de Henares sección 04018,2020,28005,Alcalá de Henares,10.25
2800504018 Alcalá de Henares sección 04018,2021,28005,Alcalá de Henares,11.0
2800601002 Alcobendas sección 01002,2018,28006,Alcobendas,23.5
2800601002 Alcobendas sección 01002,2019,28006,Alcobendas,16.25
2800601002 Alcobendas sección 01002,2020,28006,Alcobendas,12.4
2800601002 Alcobendas sección 01002,2021,28006,Alcobendas,14.8
2800601002 Alcobendas sección 01002,2022,28006,Alcobendas,14.857142857142858
2800601002 Alcobendas sección 01002,2023,28006,Alcobendas,17.4
2800601004 Alcobendas sección 01004,2015,28006,Alcobendas,7.0
2800601004 Alcobendas sección 01004,2016,28006,Alcobendas,14.0
2800601004 Alcobendas sección 01004,2017,28006,Alcobendas,25.5
2800601004 Alcobendas sección 01004,2018,28006,Alcobendas,15.75
2800601004 Alcobendas sección 01004,2019,28006,Alcobendas,23.4
2800601004 Alcobendas sección 01004,2020,28006,Alcobendas,16.272727272727273
2800601004 Alcobendas sección 01004,2021,28006,Alcobendas,20.5
2800601004 Alcobendas sección 01004,2022,28006,Alcobendas,12.7
2800601004 Alcobendas sección 01004,2023,28006,Alcobendas,18.857142857142858
2800601009 Alcobendas sección 01009,2016,28006,Alcobendas,10.666666666666666
2800601009 Alcobendas sección 01009,2017,28006,Alcobendas,42.666666666666664
2800601009 Alcobendas sección 01009,2018,28006,Alcobendas,16.0
2800601009 Alcobendas sección 01009,2019,28006,Alcobendas,16.0
2800601009 Alcobendas sección 01009,2020,28006,Alcobendas,18.555555555555557
2800601009 Alcobendas sección 01009,2021,28006,Alcobendas,12.25
2800601009 Alcobendas sección 01009,2022,28006,Alcobendas,16.5
2800601009 Alcobendas sección 01009,2023,28006,Alcobendas,17.571428571428573
2800601036 Alcobendas sección 01036,2022,28006,Alcobendas,75.0
2800601037 Alcobendas sección 01037,2015,28006,Alcobendas,29.5
2800601037 Alcobendas sección 01037,2016,28006,Alcobendas,49.5
2800601039 Alcobendas sección 01039,2015,28006,Alcobendas,47.333333333333336
2800601039 Alcobendas sección 01039,2016,28006,Alcobendas,46.4
2800601039 Alcobendas sección 01039,2018,28006,Alcobendas,19.4
2800601039 Alcobendas sección 01039,2019,28006,Alcobendas,14.8
2800601039 Alcobendas sección 01039,2020,28006,Alcobendas,50.5
2800601039 Alcobendas sección 01039,2021,28006,Alcobendas,57.0
2800601039 Alcobendas sección 01039,2022,28006,Alcobendas,23.5
2800601039 Alcobendas sección 01039,2023,28006,Alcobendas,26.333333333333332
2800601059 Alcobendas sección 01059,2015,28006,Alcobendas,39.125
2800601059 Alcobendas sección 01059,2016,28006,Alcobendas,54.333333333333336
2800601059 Alcobendas sección 01059,2017,28006,Alcobendas,7.4
2800601059 Alcobendas sección 01059,2018,28006,Alcobendas,35.25
2800601059 Alcobendas sección 01059,2019,28006,Alcobendas,26.8
2800601059 Alcobendas sección 01059,2020,28006,Alcobendas,7.0
2800601059 Alcobendas sección 01059,2021,28006,Alcobendas,47.916666666666664
2800601059 Alcobendas sección 01059,2022,28006,Alcobendas,39.333333333333336
2800601059 Alcobendas sección 01059,2023,28006,Alcobendas,46.666666666666664
2800601063 Alcobendas sección 01063,2022,28006,Alcobendas,14.125
2800601063 Alcobendas sección 01063,2023,28006,Alcobendas,23.5
2800601066 Alcobendas sección 01066,2020,28006,Alcobendas,12.5
2800601066 Alcobendas sección 01066,2021,28006,Alcobendas,24.272727272727273
2800601066 Alcobendas sección 01066,2022,28006,Alcobendas,27.0
2800601066 Alcobendas sección 01066,2023,28006,Alcobendas,29.75
2800701016 Alcorcón sección 01016,2015,28007,Alcorcón,26.0
2800701016 Alcorcón sección 01016,2016,28007,Alcorcón,36.4
2800701016 Alcorcón sección 01016,2017,28007,Alcorcón,7.6
2800701016 Alcorcón sección 01016,2018,28007,Alcorcón,26.25
2800701016 Alcorcón sección 01016,2019,28007,Alcorcón,31.333333333333332
2800701016 Alcorcón sección 01016,2020,28007,Alcorcón,19.666666666666668
2800701016 Alcorcón sección 01016,2021,28007,Alcorcón,17.0
2800701016 Alcorcón sección 01016,2022,28007,Alcorcón,16.875
2800701016 Alcorcón sección 01016,2023,28007,Alcorcón,23.125
2800701020 Alcorcón sección 01020,2015,28007,Alcorcón,33.2
2800701020 Alcorcón sección 01020,2016,28007,Alcorcón,16.25
2800701020 Alcorcón sección 01020,2017,28007,Alcorcón,4.0
2800701020 Alcorcón sección 01020,2018,28007,Alcorcón,21.0
2800701020 Alcorcón sección 01020,2019,28007,Alcorcón,24.5
2800701020 Alcorcón sección 01020,2020,28007,Alcorcón,35.1
2800701020 Alcorcón sección 01020,2021,28007,Alcorcón,25.75
2800701020 Alcorcón sección 01020,2022,28007,Alcorcón,37.75
2800701020 Alcorcón sección 01020,2023,28007,Alcorcón,29.0
2800702034 Alcorcón sección 02034,2015,28007,Alcorcón,26.5
2800702034 Alcorcón sección 02034,2016,28007,Alcorcón,31.75
2800702034 Alcorcón sección 02034,2017,28007,Alcorcón,8.0
2800702034 Alcorcón sección 02034,2018,28007,Alcorcón,22.5
2800702034 Alcorcón sección 02034,2019,28007,Alcorcón,22.8
2800702034 Alcorcón sección 02034,2020,28007,Alcorcón,29.875
2800702034 Alcorcón sección 02034,2021,28007,Alcorcón,14.666666666666666
2800702034 Alcorcón sección 02034,2022,28007,Alcorcón,8.2
2800702034 Alcorcón sección 02034,2023,28007,Alcorcón,13.3
2800704027 Alcorcón sección 04027,2015,28007,Alcorcón,17.2
2800704027 Alcorcón sección 04027,2016,28007,Alcorcón,9.555555555555555
2800704027 Alcorcón sección 04027,2017,28007,Alcorcón,3.0
2800704027 Alcorcón sección 04027,2018,28007,Alcorcón,12.714285714285714
2800704027 Alcorcón sección 04027,2019,28007,Alcorcón,12.2
2800704027 Alcorcón sección 04027,2020,28007,Alcorcón,10.4
2800704027 Alcorcón sección 04027,2021,28007,Alcorcón,7.6
2800704027 Alcorcón sección 04027,2022,28007,Alcorcón,6.571428571428571
2800704027 Alcorcón sección 04027,2023,28007,Alcorcón,9.75
2800704028 Alcorcón sección 04028,2015,28007,Alcorcón,24.5
2800704028 Alcorcón sección 04028,2016,28007,Alcorcón,22.0
2800704028 Alcorcón sección 04028,2017,28007,Alcorcón,4.5
2800704028 Alcorcón sección 04028,2018,28007,Alcorcón,24.833333333333332
2800704028 Alcorcón sección 04028,2019,28007,Alcorcón,32.0
2800704028 Alcorcón sección 04028,2020,28007,Alcorcón,21.818181818181817
2800704028 Alcorcón sección 04028,2021,28007,Alcorcón,4.25
2800704030 Alcorcón sección 04030,2017,28007,Alcorcón,12.666666666666666
2800704030 Alcorcón sección 04030,2018,28007,Alcorcón,7.6
2800704030 Alcorcón sección 04030,2019,28007,Alcorcón,10.0
2800704030 Alcorcón sección 04030,2020,28007,Alcorcón,11.0
2800704030 Alcorcón sección 04030,2021,28007,Alcorcón,10.11111111111111
2800704030 Alcorcón sección 04030,2022,28007,Alcorcón,19.666666666666668
2800704030 Alcorcón sección 04030,2023,28007,Alcorcón,11.363636363636363
2800704032 Alcorcón sección 04032,2021,28007,Alcorcón,21.428571428571427
2800704032 Alcorcón sección 04032,2022,28007,Alcorcón,37.8
2800704032 Alcorcón sección 04032,2023,28007,Alcorcón,15.923076923076923
2800704033 Alcorcón sección 04033,2018,28007,Alcorcón,20.333333333333332
2800704033 Alcorcón sección 04033,2019,28007,Alcorcón,19.88888888888889
2800704033 Alcorcón sección 04033,2020,28007,Alcorcón,40.0
2800704033 Alcorcón sección 04033,2021,28007,Alcorcón,29.857142857142858
2800704034 Alcorcón sección 04034,2023,28007,Alcorcón,6.25
2800704035 Alcorcón sección 04035,2018,28007,Alcorcón,11.285714285714286
2800704035 Alcorcón sección 04035,2019,28007,Alcorcón,14.8
2800704035 Alcorcón sección 04035,2020,28007,Alcorcón,19.714285714285715
2800704035 Alcorcón sección 04035,2021,28007,Alcorcón,10.1
2800704035 Alcorcón sección 04035,2022,28007,Alcorcón,13.5
2800704035 Alcorcón sección 04035,2023,28007,Alcorcón,11.166666666666666
2800801001 Aldea del Fresno sección 01001,2015,28008,Aldea del Fresno,13.5
2800801001 Aldea del Fresno sección 01001,2016,28008,Aldea del Fresno,19.285714285714285
2800801001 Aldea del Fresno sección 01001,2017,28008,Aldea del Fresno,14.5
2800801001 Aldea del Fresno sección 01001,2018,28008,Aldea del Fresno,11.166666666666666
2800801001 Aldea del Fresno sección 01001,2019,28008,Aldea del Fresno,13.4
2800801001 Aldea del Fresno sección 01001,2020,28008,Aldea del Fresno,18.714285714285715
2800801001 Aldea del Fresno sección 01001,2021,28008,Aldea del Fresno,12.833333333333334
2800801001 Aldea del Fresno sección 01001,2022,28008,Aldea del Fresno,16.2
2800801001 Aldea del Fresno sección 01001,2023,28008,Aldea del Fresno,12.0
2800901001 Algete sección 01001,2015,28009,Algete,47.0
2800901001 Algete sección 01001,2016,28009,Algete,18.5
2800901001 Algete sección 01001,2017,28009,Algete,4.666666666666667
2800901001 Algete sección 01001,2018,28009,Algete,38.44444444444444
2800901001 Algete sección 01001,2019,28009,Algete,17.666666666666668
2800901001 Algete sección 01001,2020,28009,Algete,5.0
2800901001 Algete sección 01001,2021,28009,Algete,28.4
2800901001 Algete sección 01001,2022,28009,Algete,34.166666666666664
2800901001 Algete sección 01001,2023,28009,Algete,38.42857142857143
2800901002 Algete sección 01002,2015,28009,Algete,20.0
2800901002 Algete sección 01002,2016,28009,Algete,23.5
2800901002 Algete sección 01002,2017,28009,Algete,12.5
2800901002 Algete sección 01002,2018,28009,Algete,6.6
2800901002 Algete sección 01002,2019,28009,Algete,16.6
2800901002 Algete sección 01002,2020,28009,Algete,11.857142857142858
2800901002 Algete sección 01002,2021,28009,Algete,14.857142857142858
2800901002 Algete sección 01002,2022,28009,Algete,17.0
2800901002 Algete sección 01002,2023,28009,Algete,8.0
2800901008 Algete sección 01008,2015,28009,Algete,30.571428571428573
2800901008 Algete sección 01008,2016,28009,Algete,36.142857142857146
2800901008 Algete sección 01008,2017,28009,Algete,8.8
2800901008 Algete sección 01008,2018,28009,Algete,15.666666666666666
2800901008 Algete sección 01008,2019,28009,Algete,27.0
2800901008 Algete sección 01008,2020,28009,Algete,34.166666666666664
2800901008 Algete sección 01008,2021,28009,Algete,14.333333333333334
2800901008 Algete sección 01008,2022,28009,Algete,19.5
2800901008 Algete sección 01008,2023,28009,Algete,19.5
2801001001 Alpedrete sección 01001,2015,28010,Alpedrete,22.0
2801001001 Alpedrete sección 01001,2018,28010,Alpedrete,11.5
2801001001 Alpedrete sección 01001,2019,28010,Alpedrete,17.0
2801001001 Alpedrete sección 01001,2020,28010,Alpedrete,26.75
2801001001 Alpedrete sección 01001,2021,28010,Alpedrete,20.0
2801001001 Alpedrete sección 01001,2022,28010,Alpedrete,9.0
2801001003 Alpedrete sección 01003,2022,28010,Alpedrete,26.4
2801001003 Alpedrete sección 01003,2023,28010,Alpedrete,24.2
2801001004 Alpedrete sección 01004,2015,28010,Alpedrete,29.0
2801001004 Alpedrete sección 01004,2016,28010,Alpedrete,34.75
2801001005 Alpedrete sección 01005,2015,28010,Alpedrete,22.0
2801001005 Alpedrete sección 01005,2016,28010,Alpedrete,24.22222222222222
2801301008 Aranjuez sección 01008,2021,28013,Aranjuez,22.5
2801301008 Aranjuez sección 01008,2022,28013,Aranjuez,10.6
2801301008 Aranjuez sección 01008,2023,28013,Aranjuez,15.76923076923077
2801302003 Aranjuez sección 02003,2015,28013,Aranjuez,24.333333333333332
2801302003 Aranjuez sección 02003,2016,28013,Aranjuez,20.25
2801302003 Aranjuez sección 02003,2017,28013,Aranjuez,19.25
2801302003 Aranjuez sección 02003,2018,28013,Aranjuez,23.75
2801302003 Aranjuez sección 02003,2019,28013,Aranjuez,12.333333333333334
2801302003 Aranjuez sección 02003,2020,28013,Aranjuez,27.25
2801302003 Aranjuez sección 02003,2021,28013,Aranjuez,22.0
2801302003 Aranjuez sección 02003,2022,28013,Aranjuez,10.666666666666666
2801302003 Aranjuez sección 02003,2023,28013,Aranjuez,8.25
2801302007 Aranjuez sección 02007,2015,28013,Aranjuez,14.428571428571429
2801302007 Aranjuez sección 02007,2016,28013,Aranjuez,16.25
2801302007 Aranjuez sección 02007,2017,28013,Aranjuez,9.5
2801302007 Aranjuez sección 02007,2018,28013,Aranjuez,31.0
2801302007 Aranjuez sección 02007,2019,28013,Aranjuez,9.142857142857142
2801302007 Aranjuez sección 02007,2020,28013,Aranjuez,20.0
2801302007 Aranjuez sección 02007,2021,28013,Aranjuez,20.0
2801302007 Aranjuez sección 02007,2022,28013,Aranjuez,12.222222222222221
2801302007 Aranjuez sección 02007,2023,28013,Aranjuez,17.75
2801303002 Aranjuez sección 03002,2015,28013,Aranjuez,20.2
2801303002 Aranjuez sección 03002,2017,28013,Aranjuez,14.0
2801303002 Aranjuez sección 03002,2018,28013,Aranjuez,18.1
2801303002 Aranjuez sección 03002,2019,28013,Aranjuez,4.0
2801303002 Aranjuez sección 03002,2020,28013,Aranjuez,18.25
2801303002 Aranjuez sección 03002,2022,28013,Aranjuez,13.4
2801303002 Aranjuez sección 03002,2023,28013,Aranjuez,13.5
2801303003 Aranjuez sección 03003,2017,28013,Aranjuez,14.0
2801303003 Aranjuez sección 03003,2019,28013,Aranjuez,18.857142857142858
2801303003 Aranjuez sección 03003,2020,28013,Aranjuez,14.5
2801303003 Aranjuez sección 03003,2023,28013,Aranjuez,16.833333333333332
2801304004 Aranjuez sección 04004,2015,28013,Aranjuez,26.0
2801304004 Aranjuez sección 04004,2016,28013,Aranjuez,7.5
2801304004 Aranjuez sección 04004,2017,28013,Aranjuez,3.0
2801304004 Aranjuez sección 04004,2018,28013,Aranjuez,16.0
2801304004 Aranjuez sección 04004,2019,28013,Aranjuez,19.666666666666668
2801304004 Aranjuez sección 04004,2020,28013,Aranjuez,14.75
2801304004 Aranjuez sección 04004,2021,28013,Aranjuez,22.833333333333332
2801304004 Aranjuez sección 04004,2022,28013,Aranjuez,18.666666666666668
2801304004 Aranjuez sección 04004,2023,28013,Aranjuez,18.125
2801304005 Aranjuez sección 04005,2015,28013,Aranjuez,12.142857142857142
2801304005 Aranjuez sección 04005,2016,28013,Aranjuez,17.333333333333332
2801304005 Aranjuez sección 04005,2017,28013,Aranjuez,13.75
2801304005 Aranjuez sección 04005,2018,28013,Aranjuez,12.8
2801304005 Aranjuez sección 04005,2019,28013,Aranjuez,14.6
2801304005 Aranjuez sección 04005,2020,28013,Aranjuez,26.0
2801401001 Arganda del Rey sección 01001,2022,28014,Arganda del Rey,14.25
2801401001 Arganda del Rey sección 01001,2023,28014,Arganda del Rey,10.666666666666666
2801401012 Arganda del Rey sección 01012,2019,28014,Arganda del Rey,13.0
2801401012 Arganda del Rey sección 01012,2020,28014,Arganda del Rey,10.666666666666666
2801401012 Arganda del Rey sección 01012,2021,28014,Arganda del Rey,19.4
2801401012 Arganda del Rey sección 01012,2022,28014,Arganda del Rey,10.833333333333334
2801401013 Arganda del Rey sección 01013,2015,28014,Arganda del Rey,11.666666666666666
2801401013 Arganda del Rey sección 01013,2016,28014,Arganda del Rey,16.88888888888889
2801401013 Arganda del Rey sección 01013,2017,28014,Arganda del Rey,9.25
2801401013 Arganda del Rey sección 01013,2018,28014,Arganda del Rey,19.2
2801401013 Arganda del Rey sección 01013,2019,28014,Arganda del Rey,17.2
2801401013 Arganda del Rey sección 01013,2020,28014,Arganda del Rey,12.833333333333334
2801401013 Arganda del Rey sección 01013,2021,28014,Arganda del Rey,16.09090909090909
2801401017 Arganda del Rey sección 01017,2015,28014,Arganda del Rey,17.666666666666668
2801401017 Arganda del Rey sección 01017,2016,28014,Arganda del Rey,12.75
2801401017 Arganda del Rey sección 01017,2019,28014,Arganda del Rey,6.0
2801401021 Arganda del Rey sección 01021,2015,28014,Arganda del Rey,21.25
2801401021 Arganda del Rey sección 01021,2016,28014,Arganda del Rey,18.0
2801401021 Arganda del Rey sección 01021,2018,28014,Arganda del Rey,19.2
2801401021 Arganda del Rey sección 01021,2019,28014,Arganda del Rey,18.857142857142858
2801401021 Arganda del Rey sección 01021,2020,28014,Arganda del Rey,20.4
2801401021 Arganda del Rey sección 01021,2021,28014,Arganda del Rey,27.428571428571427
2801401021 Arganda del Rey sección 01021,2022,28014,Arganda del Rey,28.22222222222222
2801401021 Arganda del Rey sección 01021,2023,28014,Arganda del Rey,23.0
2801401022 Arganda del Rey sección 01022,2015,28014,Arganda del Rey,11.5
2801401022 Arganda del Rey sección 01022,2016,28014,Arganda del Rey,10.375
2801401022 Arganda del Rey sección 01022,2017,28014,Arganda del Rey,4.5
2801401022 Arganda del Rey sección 01022,2018,28014,Arganda del Rey,8.0
2801401022 Arganda del Rey sección 01022,2019,28014,Arganda del Rey,10.0
2801401022 Arganda del Rey sección 01022,2020,28014,Arganda del Rey,23.0
2801401022 Arganda del Rey sección 01022,2021,28014,Arganda del Rey,11.166666666666666
2801401022 Arganda del Rey sección 01022,2022,28014,Arganda del Rey,15.571428571428571
2801401022 Arganda del Rey sección 01022,2023,28014,Arganda del Rey,14.0
2801401024 Arganda del Rey sección 01024,2016,28014,Arganda del Rey,5.0
2801401024 Arganda del Rey sección 01024,2017,28014,Arganda del Rey,7.0
2801401024 Arganda del Rey sección 01024,2018,28014,Arganda del Rey,6.0
2801401024 Arganda del Rey sección 01024,2019,28014,Arganda del Rey,10.75
2801401024 Arganda del Rey sección 01024,2020,28014,Arganda del Rey,23.0
2801401024 Arganda del Rey sección 01024,2021,28014,Arganda del Rey,9.8
2801401024 Arganda del Rey sección 01024,2022,28014,Arganda del Rey,27.142857142857142
2801401024 Arganda del Rey sección 01024,2023,28014,Arganda del Rey,15.142857142857142
2801401025 Arganda del Rey sección 01025,2015,28014,Arganda del Rey,15.5
2801401025 Arganda del Rey sección 01025,2016,28014,Arganda del Rey,4.666666666666667
2801401025 Arganda del Rey sección 01025,2017,28014,Arganda del Rey,7.0
2801401025 Arganda del Rey sección 01025,2018,28014,Arganda del Rey,14.75
2801401025 Arganda del Rey sección 01025,2019,28014,Arganda del Rey,7.0
2801401025 Arganda del Rey sección 01025,2020,28014,Arganda del Rey,5.111111111111111
2801401025 Arganda del Rey sección 01025,2021,28014,Arganda del Rey,17.125
2801401025 Arganda del Rey sección 01025,2022,28014,Arganda del Rey,8.5
2801401025 Arganda del Rey sección 01025,2023,28014,Arganda del Rey,3.0
2801401026 Arganda del Rey sección 01026,2015,28014,Arganda del Rey,15.0
2801401026 Arganda del Rey sección 01026,2016,28014,Arganda del Rey,6.8
2801401026 Arganda del Rey sección 01026,2017,28014,Arganda del Rey,4.75
2801401026 Arganda del Rey sección 01026,2018,28014,Arganda del Rey,22.0
2801401026 Arganda del Rey sección 01026,2019,28014,Arganda del Rey,17.11111111111111
2801401026 Arganda del Rey sección 01026,2020,28014,Arganda del Rey,25.083333333333332
2801401026 Arganda del Rey sección 01026,2021,28014,Arganda del Rey,29.625
2801401026 Arganda del Rey sección 01026,2022,28014,Arganda del Rey,12.6
2801401026 Arganda del Rey sección 01026,2023,28014,Arganda del Rey,10.88888888888889
2801401028 Arganda del Rey sección 01028,2022,28014,Arganda del Rey,12.2
2801401028 Arganda del Rey sección 01028,2023,28014,Arganda del Rey,17.666666666666668
2801501005 Arroyomolinos sección 01005,2022,28015,Arroyomolinos,17.714285714285715
2801501005 Arroyomolinos sección 01005,2023,28015,Arroyomolinos,13.666666666666666
2801501007 Arroyomolinos sección 01007,2017,28015,Arroyomolinos,5.5
2801501007 Arroyomolinos sección 01007,2018,28015,Arroyomolinos,24.5
2801501007 Arroyomolinos sección 01007,2019,28015,Arroyomolinos,24.0
2801501007 Arroyomolinos sección 01007,2020,28015,Arroyomolinos,35.333333333333336
2801501007 Arroyomolinos sección 01007,2021,28015,Arroyomolinos,21.0
2801501007 Arroyomolinos sección 01007,2022,28015,Arroyomolinos,4.0
2801501007 Arroyomolinos sección 01007,2023,28015,Arroyomolinos,36.0
2801501008 Arroyomolinos sección 01008,2015,28015,Arroyomolinos,26.0
2801501008 Arroyomolinos sección 01008,2016,28015,Arroyomolinos,19.0
2801501008 Arroyomolinos sección 01008,2017,28015,Arroyomolinos,5.0
2801501008 Arroyomolinos sección 01008,2018,28015,Arroyomolinos,7.0
2801501008 Arroyomolinos sección 01008,2019,28015,Arroyomolinos,18.454545454545453
2801501008 Arroyomolinos sección 01008,2020,28015,Arroyomolinos,23.1
2801501008 Arroyomolinos sección 01008,2021,28015,Arroyomolinos,25.0
2801501008 Arroyomolinos sección 01008,2023,28015,Arroyomolinos,22.857142857142858
2801501009 Arroyomolinos sección 01009,2016,28015,Arroyomolinos,8.6
2801501009 Arroyomolinos sección 01009,2017,28015,Arroyomolinos,0.0
2801501009 Arroyomolinos sección 01009,2018,28015,Arroyomolinos,12.875
2801501009 Arroyomolinos sección 01009,2019,28015,Arroyomolinos,29.0
2801501009 Arroyomolinos sección 01009,2020,28015,Arroyomolinos,5.75
2801501009 Arroyomolinos sección 01009,2021,28015,Arroyomolinos,22.666666666666668
2801501009 Arroyomolinos sección 01009,2022,28015,Arroyomolinos,20.4
2801501009 Arroyomolinos sección 01009,2023,28015,Arroyomolinos,21.5
2801501010 Arroyomolinos sección 01010,2017,28015,Arroyomolinos,5.0
2801501010 Arroyomolinos sección 01010,2018,28015,Arroyomolinos,16.25
2801501010 Arroyomolinos sección 01010,2019,28015,Arroyomolinos,19.0
2801501010 Arroyomolinos sección 01010,2020,28015,Arroyomolinos,23.0
2801501010 Arroyomolinos sección 01010,2021,28015,Arroyomolinos,25.666666666666668
2801501011 Arroyomolinos sección 01011,2015,28015,Arroyomolinos,18.875
2801501011 Arroyomolinos sección 01011,2016,28015,Arroyomolinos,26.125
2801501011 Arroyomolinos sección 01011,2017,28015,Arroyomolinos,4.333333333333333
2801501011 Arroyomolinos sección 01011,2018,28015,Arroyomolinos,16.0
2801501011 Arroyomolinos sección 01011,2019,28015,Arroyomolinos,17.857142857142858
2801501011 Arroyomolinos sección 01011,2020,28015,Arroyomolinos,16.666666666666668
2801501011 Arroyomolinos sección 01011,2021,28015,Arroyomolinos,7.0
2801501012 Arroyomolinos sección 01012,2023,28015,Arroyomolinos,8.75
2801801001 Becerril de la Sierra sección 01001,2015,28018,Becerril de la Sierra,20.666666666666668
2801801001 Becerril de la Sierra sección 01001,2016,28018,Becerril de la Sierra,16.2
2801801001 Becerril de la Sierra sección 01001,2017,28018,Becerril de la Sierra,17.0
2801801001 Becerril de la Sierra sección 01001,2018,28018,Becerril de la Sierra,31.25
2801801001 Becerril de la Sierra sección 01001,2019,28018,Becerril de la Sierra,21.75
2801801001 Becerril de la Sierra sección 01001,2020,28018,Becerril de la Sierra,20.5
2801801001 Becerril de la Sierra sección 01001,2021,28018,Becerril de la Sierra,22.666666666666668
2801801001 Becerril de la Sierra sección 01001,2022,28018,Becerril de la Sierra,20.2
2801801001 Becerril de la Sierra sección 01001,2023,28018,Becerril de la Sierra,20.11111111111111
2801801002 Becerril de la Sierra sección 01002,2015,28018,Becerril de la Sierra,21.25
2801801002 Becerril de la Sierra sección 01002,2016,28018,Becerril de la Sierra,25.571428571428573
2801801002 Becerril de la Sierra sección 01002,2017,28018,Becerril de la Sierra,14.0
2801801002 Becerril de la Sierra sección 01002,2018,28018,Becerril de la Sierra,16.2
2801801002 Becerril de la Sierra sección 01002,2019,28018,Becerril de la Sierra,19.0
2801801002 Becerril de la Sierra sección 01002,2020,28018,Becerril de la Sierra,20.142857142857142
2801801002 Becerril de la Sierra sección 01002,2021,28018,Becerril de la Sierra,25.666666666666668
2802201003 Boadilla del Monte sección 01003,2020,28022,Boadilla del Monte,54.833333333333336
2802201003 Boadilla del Monte sección 01003,2021,28022,Boadilla del Monte,26.5
2802201003 Boadilla del Monte sección 01003,2022,28022,Boadilla del Monte,28.333333333333332
2802201003 Boadilla del Monte sección 01003,2023,28022,Boadilla del Monte,16.25
2802201010 Boadilla del Monte sección 01010,2017,28022,Boadilla del Monte,6.333333333333333
2802201010 Boadilla del Monte sección 01010,2018,28022,Boadilla del Monte,47.0
