"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Spain","ESP","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15000","22000","2600","3800","4100","5400","2100","640","28000","7800","14000","31000","24000","","",
"Spain","ESP","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","","99.5024871826172","","100","99.0049743652344","95.1923065185547","90.8653869628906","92.3076934814453","93.2692337036133","95.6730804443359","95.2606658935547","93.8388595581055","92.4882659912109","90.1408462524414","88.7323913574219","89.6551742553711","91.625617980957","90.1477813720703","89.6551742553711","89.3203887939453","89.3719787597656","88.4057998657227","88.4057998657227","87.4396133422852","92.6470565795898","","",
"Spain","ESP","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31952691078186","","1.29959452152252","","1.27701985836029","","1.27498733997345","1.27055943012238","1.3236118555069","1.13140439987183","1.07872498035431","1.12308669090271","1.18532562255859","1.17698621749878","1.12254285812378","1.08586597442627","1.06417882442474","0.988832354545593","0.993711829185486","1.04487037658691","1.04160034656525","1.02150094509125","1.02963280677795","1.03599870204926","1.00401437282562","0.99951308965683","1.01683568954468","1.19472968578339","","",
"Spain","ESP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10520143620","11253501247","10376050434","11505353187","13556130443","13769965368","14480413179","14666986404","13111339617","15601713039","14946962289","15484719194","15037416553","15726202393","23457225215","33298624237","25806027599","23796613238","",
"Spain","ESP","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","0.578915295551493","0.536562931166641","0.663032267570355","0.366246703779666","0.133734536944166","0.223838836038053","0.254950284694485","0.188738597043095","0.165395941748356","0.369551235034585","0.240176552424197","0.290905948810634","0.755312615499193","0.216426704923912","0.431302396798205","0.796737382673187","0.964052107347312","0.823025541093963","0.622348890297314","0.594919836874745","0.516184092603921","0.652616584283663","0.670328497741054","0.857219177311837","1.41021859386558","1.1270598760554","0.446198355734132","0.590090210166324","0.573972696983695","0.696783174578129","0.583697382030961","0.466326823699284","0.544515274117895","0.846165823808142","0.628376603516607","0.824805736867004","1.13788206766086","1.3637917371918","1.34781140630215","1.31488179697872","1.89634422910756","1.06990597244158","1.33378002314972","1.57016007398487","2.07496009080766","2.02953829722646","2.0236857215796","2.06389848804058","2.12941885228079","2.20806427666442","2.39250134857972","2.63899973939746","2.68187279572711","2.73826144952337","2.6473925165768","2.49939894619251","2.54404386846301","2.5903305341935","2.23000333919329","2.10956447937218","2.17750614428203","2.3380052604816","2.2919696166714","2.99376804630288","","",
"Spain","ESP","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","0.700792199878123","0.613214778476161","0.88404302342714","0.263697626721359","0.23403543965229","0.414101846670397","0.373927084218577","0.432525951557093","0.1008511839929","0.153462497602148","0.15135654435789","0.240861484844448","0.290120077476511","0.337756827381257","0.541970498612859","0.74054291643716","0.760480972042979","0.309077456936528","0.503300015337585","0.475012607205069","0.486602456306532","0.863191494932256","0.816919151369612","0.995051239569319","0.993315574756198","0.829392044215289","0.833194415665551","0.694365823941995","0.436057746838409","0.498542334453829","0.379892259405749","0.32160216190638","0.323355099644547","0.36654646801559","0.394875298056653","0.364481229940467","0.406461870635886","0.307565920869208","0.277627408882776","0.254679971092283","0.263983561773756","0.257625338390845","0.304584181280519","0.278544401428414","0.378762479139596","0.491173504122644","0.437446019248564","0.520574642720502","0.522343477943831","0.62579139758669","0.753185833209116","0.74902696628575","0.703789776994323","0.611627510611295","0.616018530218616","0.666968379846794","0.666262738950855","0.638673672671522","0.638645945689247","0.64252914076358","0.580417833605105","0.686334909708025","0.640652454839409","0.594433330507835","","",
"Spain","ESP","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","0.350396099939062","0.87383105932853","0.589362015618093","0.307647231174919","0.300902708124373","0.369334079462787","0.382425427041727","0.204466813463353","0.47400056476663","0.22906534568556","0.207548794359023","0.269304021918755","0.181186102025561","0.341855818004816","0.537725694707639","0.614244462619552","0.504576980161313","0.584912935193773","1.20615093969083","1.17745159738986","0.749590418023565","1.20253715784249","1.82642630634028","2.03006242186452","1.52525605478234","2.79814869354428","1.61505420904954","1.36386230601208","1.09853826621889","1.21177407868652","1.19272227980997","1.11293991767087","1.20422270712401","1.89509478357427","1.68976225367988","1.79993619552721","1.63273487721432","1.46541286956958","0.927465269797559","1.00174145568295","1.04846959238789","1.15856710130859","1.21542780835505","1.4026103844275","1.38454227110185","1.64480525916024","1.59032645567488","1.79124457742587","1.73465049919914","1.9270098973325","2.01918597013424","2.29575663052047","2.49913770906276","2.55201197965558","2.59755220680757","2.75966202769452","2.84064059843424","3.14254813577148","3.13542344276987","3.33507392637331","3.91611466098499","3.5857570989558","2.9471924644628","2.82389635797965","","",
"Spain","ESP","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","2.92504570383912","3.08140426184271","2.94681007809047","2.47582771755054","2.58553438092054","3.77168438724119","4.55511175320812","5.55992450456118","4.96994634717012","6.5740625811038","5.03781647792415","4.96412279975374","6.1656074319649","7.19044935184711","8.89741218561921","10.1912280994586","10.1870133626495","12.8631868532664","11.9602326443863","12.6621917662534","13.7122737507299","16.3462982148954","16.6816019923897","15.2921131293556","13.5039003825506","10.0339957008965","7.19946655615571","6.54562332512196","6.31749817180346","5.17309608329423","4.62310031267754","4.39569962660651","4.51003951361199","4.92824518008303","4.34241271610044","4.30996118197058","3.67432759372948","3.61920518580195","3.84492584087533","3.90737355838414","3.65811350198777","3.85845993623605","4.06668931293874","4.13004801076352","4.49489007639508","4.34111453715745","4.32236885597709","4.84200887226922","5.81489833340406","6.16079902120865","5.85339892623912","5.92945707643025","7.2724265298401","7.95540333347973","7.80202504399363","7.82864703657024","7.60728272885816","7.27116458822742","7.37773032303116","6.89331577755997","6.38994505131694","6.29220421757442","6.15186644136512","5.80825263301526","","",
"Spain","ESP","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.54","3.97","4.09","3.89","3.73","3.43","2.64","2.44","2.19","2.2","1.61","1.27","1.07","1.14","1.25","1.37","1.52","1.45","1.63","1.72","1.59","1.37","","","",
"Spain","ESP","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","57.9","61.3","73.2","82.5","86.2","92.1","105.6","117.7","107.1","108.5","121","116.9","119.7","118.2","100","100.2","108.8","118","114.4","118","134.9","145.3","153","154.4","",
"Spain","ESP","Travel services (% of commercial service imports)","TM.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","16.472613741786","15.2927939690304","19.769404512079","19.0174122408916","23.088700711591","22.8024607183579","18.785051820894","17.8537539210135","17.621740864874","17.0308283578813","19.985151035656","24.2488251841419","22.0446526919886","22.1090285654571","24.0374087596576","27.9959102363008","27.6587554308648","28.075890234288","26.9063430257599","23.2321491234691","20.3069515639707","20.1702391224818","18.5686869011364","18.4639143662897","18.7566275978457","18.4484020710176","19.2220788873735","19.5259132173377","19.8794396986359","22.5952563355108","25.3708493571525","24.8028181444452","25.6981924828787","25.2026325137462","24.8859936991504","25.8551291876929","25.1983538935484","24.8513516517847","27.1391744931942","26.9521185368271","28.2179452530283","28.908382746283","31.363470562805","32.1373064446106","32.2761998733036","14.0291661297925","16.1524915419746","24.7902168067961","30.076796429477","29.3781563824193","",
"Spain","ESP","Import value index (2015 = 100)","TM.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4093745791","38.8184977234","37.0940343903","43.7798507176","43.4414697726","49.9459382916","49.5908171813","52.9434854331","66.8916478294","82.8378607268","92.6","105.4","124.8","134.9","94","104.9","120.8","108.2","109.2","115.1","100","99.7","112.9","125.2","119.5","104.6","134.6","158.5","150.8","","",
"Spain","ESP","Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","TM.VAL.MRCH.R6.ZS","1.01980490688738","1.43836921318346","1.70757737459979","2.1531869309052","2.73389201813436","2.37096606468162","2.69469688254918","2.25225225225225","2.73670984356155","4.45640902143303","4.01117506122413","4.39142166120278","4.85866626820704","4.09798403618724","3.16047580841333","4.1383438838425","3.73909300268243","4.26209081932449","3.68104917281588","3.37128006000827","4.25653284571762","4.8921895870824","3.73999247579384","4.22812062676158","6.3735112495418","8.96594747215715","4.74599354984707","4.40093963445399","3.99413947926934","3.99710876930511","3.71319321081024","3.67477469679046","3.52660577699995","2.89993652601425","3.32281887950876","3.00599218038947","3.33896372983087","3.0055581503985","2.51338700360892","2.38433086306026","3.20742276542206","2.92941903876733","2.61696076916768","2.7296487465235","2.59426279480805","3.11911927140819","3.26966492252789","3.00839884004564","4.04921450031052","2.92950670013635","3.53115230695644","4.3013150237652","4.77245984221672","4.57817980948584","4.72378031148853","3.68537628810324","2.54178079684416","2.88061820774189","3.26906868867443","3.16794217450425","2.69763097465392","2.96038871896224","3.71237512452557","2.86228329794492","","",
"Spain","ESP","Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","TM.VAL.MRCH.R2.ZS","0.679869937924919","0.609639931415508","0.47358591248666","0.412426352437065","0.48083527957137","0.332767166972859","0.483147359944783","0.261261261261261","0.537266372103636","0.206909092696256","0.166432379386256","0.308008856298009","0.367457029635943","0.223359319846005","0.211334518688154","0.204415450310708","0.316092431095289","0.131252498222683","0.124085878663508","0.153393303681358","0.133922198158684","0.157247340532612","0.331263076608299","0.299868992745451","0.197921659895758","0.256615030476705","0.239413553073035","0.229874082472996","0.281364007747521","0.264503694988284","0.30131429935042","0.360068352393136","0.438659220660799","0.448960146762877","0.497164777120154","0.565217819470678","0.586313480399184","0.642133339039435","0.665890938667885","0.708519469921545","0.767053014137018","1.08081452004745","1.31016149015529","1.27415862271816","1.67570453900084","1.80497875981418","1.93343339567471","2.16113867829635","2.2276148063651","1.94258547180892","1.77581847829646","2.02858494395103","2.33110938063997","2.67721370248559","2.91772765633363","2.79497255125569","2.78245142646754","3.14169799138357","3.51057862827974","3.54514932791138","3.43115588892103","3.60323029479612","3.69590745405108","3.53841360203372","","",
"Spain","ESP","Merchandise imports (current US$)","TM.VAL.MRCH.CD.WT","722000000","1092000000","1570000000","1955000000","2255000000","3040000000","3591000000","3441000000","3505000000","4233000000","4747000000","5009000000","6829000000","9667000000","15428000000","16265000000","17474000000","17836000000","18712000000","25438000000","34078000000","32150000000","31465000000","29193000000","28831000000","29963000000","35057000000","49113000000","59643000000","71469000000","87715000000","93306000000","99758000000","77525000000","88863000000","113537000000","121221000000","115670000000","136662000000","135346000000","156143000000","154650000000","165105000000","208602000000","258331000000","288786000000","328696000000","389301000000","420803000000","293218000000","327016000000","376606000000","337338000000","340598000000","358860000000","311851000000","310921000000","351981000000","390562000000","372750000000","326192000000","419700000000","494259000000","469877000000","471912000000","",
"Spain","ESP","Insurance and financial services (% of commercial service imports)","TM.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","6.7983888560713","6.34501771172993","5.70842280602026","6.04857650124444","6.56154133248738","5.721870951296","6.09123817383835","6.02751362761271","4.97267783679458","5.56333089992233","5.45113982180746","6.78330370430765","5.94483990075415","5.00192091245997","5.08031095326087","6.29562211215783","5.87839692747401","6.66928395279139","9.30331873469681","8.54745498386188","7.38507844959851","6.43124116059757","4.78021136366394","4.88370987459226","","","","","","","","","","","","","","","9.38318822941398","9.99429335104077","9.02450358848277","8.17630892253545","6.96178276494042","5.80954959642797","5.71085956069967","8.87093860262602","7.62006753941571","5.64989567297635","4.97012870453842","5.07371850619217","",
